tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
42236,2.66,-5.87,0.24,0.24,-0.0,0.5,1.12,34.87,19.12,0.01,4.29,-0.12,0.0,0.0,0.35,-0.05
61991,1.54,0.12,0.04,0.45,0.01,0.24,1.02,96.06,3.6,0.01,2.87,-0.0,0.0,0.0,0.94,2.55
62837,12.75,0.49,0.11,1.07,0.09,1.01,0.86,83.25,10.14,0.01,12.3,-0.02,0.01,0.01,0.84,10.01
94679,1.24,-0.14,0.03,0.36,0.01,0.19,0.78,92.67,2.8,0.01,2.26,-0.01,0.0,0.0,0.95,1.9
114884,8.48,-3.79,0.11,0.72,0.09,1.01,1.21,76.9,14.83,0.01,11.58,-0.02,0.01,0.01,0.84,10.01
111914,0.03,-0.66,0.03,0.02,-0.0,0.11,0.96,93.06,2.96,0.01,1.32,-0.01,0.0,-0.0,0.89,0.98
158291,15.74,3.59,0.13,1.26,0.13,1.52,1.11,78.33,13.52,0.01,18.82,0.01,0.01,0.01,0.84,15.35
227924,1.72,-2.54,0.05,0.26,0.03,0.19,0.52,73.69,3.73,0.01,2.2,-0.02,0.0,0.0,0.5,2.79
56249,3.1,1.15,0.04,0.97,0.02,0.31,1.08,78.14,3.47,0.01,3.74,0.02,0.0,0.01,0.71,3.71
129806,14.32,2.03,0.14,1.18,0.11,1.31,1.04,82.96,12.21,0.01,16.11,-0.01,0.01,0.01,0.81,14.18
33578,1.87,0.98,0.03,0.54,0.01,0.25,0.88,71.03,3.05,0.01,2.93,0.0,0.0,0.0,0.88,2.37
124379,6.28,-3.56,0.11,0.52,0.09,0.47,0.66,71.5,8.37,0.01,5.43,-0.02,0.01,0.01,0.84,10.01
74744,7.75,-4.97,0.16,0.67,0.08,1.05,1.36,74.15,16.9,0.01,11.79,-0.05,0.01,0.01,0.68,10.17
221201,2.55,-11.18,0.11,0.28,0.11,0.47,1.29,82.69,15.25,0.01,4.58,-0.01,0.01,0.01,0.92,11.84
214667,16.57,-12.95,0.0,-1.46,0.0,-3.09,-2.11,74.6,26.35,0.0,-33.73,0.0,0.0,0.0,0.0,0.0
169838,1.16,-5.1,0.11,0.15,0.05,0.25,0.96,87.55,10.8,0.01,2.4,-0.02,0.01,0.0,0.85,5.92
126170,4.17,-3.35,0.18,0.29,0.05,0.58,0.96,24.97,19.28,0.01,5.3,-0.04,0.01,0.0,0.42,7.36
34064,7.66,0.8,0.11,0.68,0.1,0.71,0.91,82.07,10.56,0.01,8.23,0.03,0.01,0.01,0.73,9.96
173681,,,0.07,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.96,8.34
31283,6.62,-0.04,0.13,0.58,0.1,0.63,0.89,75.72,10.83,0.01,7.2,0.02,0.01,0.01,0.63,9.95
165806,-0.07,-0.76,0.03,-0.01,0.01,0.11,0.95,95.22,2.87,0.01,1.22,0.0,0.0,0.0,0.88,2.37
142649,4.99,-1.64,0.11,0.49,0.06,0.55,0.98,94.02,10.69,0.01,6.19,-0.01,0.01,0.01,0.9,6.62
40517,8.06,-4.49,0.16,0.69,0.12,1.06,1.32,74.66,16.4,0.01,11.94,-0.0,0.01,0.01,0.7,15.88
128051,4.85,-2.12,0.07,0.79,0.06,0.59,1.2,97.84,7.39,0.01,7.08,-0.01,0.01,0.01,0.89,7.44
119645,0.64,0.15,0.03,0.23,0.01,0.1,0.77,91.74,2.17,0.01,1.13,0.0,0.0,0.0,0.88,2.37
186722,,,0.06,,0.05,,,,,0.01,0.0,0.03,0.0,0.01,0.25,5.35
158993,5.58,-1.0,0.07,0.89,0.06,0.53,0.91,96.02,5.67,0.01,6.36,-0.01,0.01,0.01,0.89,7.44
200537,11.42,0.0,0.16,0.77,0.08,1.25,1.14,47.01,17.79,0.01,14.27,-0.05,0.01,0.01,0.68,10.17
245888,7.38,0.62,0.09,0.88,0.06,0.64,0.86,53.61,7.15,0.01,7.62,-0.01,0.01,0.01,0.95,9.54
63008,15.8,2.98,0.04,1.59,0.3,0.37,0.2,9.19,1.91,0.0,4.49,0.05,0.01,0.01,0.04,6.97
82304,8.3,1.92,0.13,0.6,0.08,0.85,1.0,49.9,14.91,0.01,9.56,0.01,0.01,0.01,0.67,9.11
220481,2.18,1.11,0.03,0.47,0.06,0.25,0.77,39.5,3.55,0.0,2.96,0.03,0.0,0.01,0.29,4.58
223118,-4.17,-1.91,0.01,-1.18,0.03,-0.03,0.39,71.27,1.37,0.0,-0.34,0.0,0.0,0.0,0.6,1.87
64763,9.46,3.33,0.13,0.8,0.08,1.11,1.22,74.59,14.98,0.01,12.88,0.01,0.01,0.01,0.67,9.11
234080,7.78,-3.83,0.13,0.71,0.08,0.76,0.97,89.41,10.96,0.01,8.81,-0.04,0.01,0.01,0.81,9.67
125882,19.68,11.16,0.16,1.55,0.17,2.0,1.23,71.63,14.62,0.01,25.57,0.08,0.02,0.01,0.57,21.78
105866,11.66,-0.38,0.14,1.01,0.11,0.96,0.88,87.98,10.1,0.01,11.57,-0.01,0.01,0.01,0.81,14.18
33569,2.71,1.7,0.03,0.77,0.01,0.31,0.88,71.34,3.05,0.01,3.68,0.0,0.0,0.0,0.88,2.37
125225,7.54,0.57,0.11,0.66,0.1,0.62,0.78,81.12,9.19,0.01,7.19,0.03,0.01,0.01,0.73,9.96
53324,16.54,4.72,0.16,1.27,0.12,1.69,1.19,73.34,14.92,0.01,20.98,-0.0,0.01,0.01,0.7,15.88
128717,14.87,0.74,0.07,0.66,0.06,0.41,0.24,22.59,5.48,0.01,4.92,-0.02,0.0,0.01,0.67,4.93
104480,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
242837,0.13,-1.84,0.1,0.11,-0.0,0.24,4.43,86.17,14.1,0.03,1.89,-0.02,0.0,0.0,0.89,1.33
53108,5.26,-1.37,0.13,0.5,0.06,0.62,1.06,83.98,12.24,0.01,6.87,-0.01,0.01,0.01,0.75,7.52
243098,10.15,-1.98,0.13,0.87,0.08,1.13,1.18,81.75,14.03,0.01,13.29,-0.04,0.01,0.01,0.81,9.67
128627,14.94,2.2,0.13,1.29,0.13,1.18,0.89,91.35,10.02,0.01,14.6,0.01,0.01,0.01,0.84,15.35
116468,3.39,2.75,0.04,0.88,0.02,0.4,1.06,58.44,4.04,0.01,4.87,0.02,0.0,0.01,0.71,3.71
196343,0.85,0.1,0.03,0.29,0.01,0.17,0.91,92.38,2.82,0.01,2.07,0.0,0.0,0.0,0.88,2.37
137978,28.33,6.27,0.04,1.41,0.3,0.64,0.23,2.26,4.5,0.0,7.91,0.05,0.01,0.01,0.04,6.97
53009,8.06,1.5,0.11,0.69,0.1,0.86,1.07,74.13,13.12,0.01,9.9,0.03,0.01,0.01,0.73,9.96
150479,1.59,0.93,0.03,0.5,0.01,0.25,1.1,84.52,3.51,0.01,3.03,0.0,0.0,0.0,0.88,2.37
193121,1.59,0.46,0.03,0.47,0.01,0.18,0.56,74.35,1.92,0.01,2.18,0.0,0.0,0.0,0.88,2.37
54863,1.99,0.88,0.03,0.66,0.01,0.23,0.72,94.82,2.2,0.01,2.73,0.0,0.0,0.0,0.88,2.37
186614,-10.27,2.39,0.03,0.72,-0.28,0.29,-0.22,4.24,3.04,-0.0,3.52,0.04,0.0,0.01,0.04,4.71
245780,7.14,-4.85,0.16,0.6,0.12,0.84,1.13,68.59,14.65,0.01,9.37,-0.0,0.01,0.01,0.7,15.88
241316,12.91,4.52,0.16,1.11,0.17,1.54,1.36,76.7,15.54,0.01,18.79,0.08,0.02,0.01,0.57,21.78
143945,1.05,-0.34,0.03,0.31,0.01,0.19,0.95,95.92,3.36,0.01,2.29,-0.0,0.0,0.0,0.95,2.09
239921,5.18,-1.07,0.05,0.79,0.05,0.42,0.72,87.09,4.73,0.01,5.05,-0.01,0.0,0.01,0.88,5.53
106991,1.97,1.1,0.03,0.64,0.01,0.26,0.91,90.3,2.83,0.01,3.08,0.0,0.0,0.0,0.88,2.37
213038,7.72,-1.24,0.16,0.63,0.06,0.84,1.07,59.61,13.89,0.01,9.57,-0.02,0.01,0.0,0.5,8.01
83852,3.64,-3.21,0.11,0.37,0.06,0.52,1.15,85.52,13.13,0.01,5.47,-0.01,0.01,0.01,0.9,6.62
234260,6.71,-0.04,0.09,1.06,0.06,0.88,1.4,96.77,8.71,0.01,10.69,-0.01,0.01,0.01,0.95,9.54
175760,15.36,4.2,0.16,1.12,0.12,1.81,1.35,63.98,18.17,0.01,22.07,-0.0,0.01,0.01,0.7,15.88
35594,5.48,-0.97,0.11,0.5,0.06,0.49,0.79,84.0,9.11,0.01,5.63,-0.01,0.01,0.01,0.9,6.62
209951,8.01,-4.53,0.16,0.65,0.06,1.13,1.4,63.1,18.84,0.01,12.47,-0.06,0.01,0.0,0.6,8.3
186911,6.6,-0.07,0.04,0.9,0.06,0.47,0.66,71.11,4.77,0.0,5.66,-0.0,0.0,0.01,0.74,4.01
225683,-0.31,-3.08,0.05,-0.01,0.03,0.1,0.46,37.8,4.49,0.01,1.15,-0.02,0.0,0.0,0.5,2.79
247310,5.91,-1.02,0.08,0.95,0.06,0.76,1.32,97.64,8.2,0.01,9.12,-0.01,0.01,0.01,0.97,9.13
89711,5.24,-1.43,0.07,0.84,0.06,0.55,1.01,95.55,6.34,0.01,6.6,-0.01,0.01,0.01,0.89,7.44
26612,15.43,4.51,0.14,1.14,0.11,1.93,1.44,65.37,19.22,0.01,23.59,-0.01,0.01,0.01,0.81,14.18
93338,12.8,1.09,0.16,0.99,0.12,1.51,1.31,68.85,16.98,0.01,18.08,-0.0,0.01,0.01,0.7,15.88
227267,-47.45,-3.18,0.07,-0.47,0.06,-0.1,0.06,1.26,5.32,0.01,-1.35,-0.02,0.0,0.01,0.67,4.93
172124,9.4,-2.77,0.14,0.84,0.11,1.03,1.15,88.48,13.09,0.01,12.07,-0.01,0.01,0.01,0.81,14.18
183761,,,0.05,,0.06,,,,,0.01,0.0,-0.0,0.01,0.01,0.95,6.16
102059,8.64,-3.59,0.16,0.72,0.08,1.06,1.25,71.05,15.88,0.01,12.08,-0.05,0.01,0.01,0.68,10.17
211094,6.28,-0.38,0.05,1.0,0.06,0.56,0.86,98.55,5.32,0.01,6.72,-0.0,0.01,0.01,0.95,6.16
215351,12.12,-0.06,0.11,1.09,0.11,1.0,0.9,95.65,9.84,0.01,12.15,-0.01,0.01,0.01,0.92,11.84
204290,0.35,-0.36,0.03,0.13,0.01,0.14,0.95,97.57,2.86,0.01,1.62,0.0,0.0,0.0,0.88,2.37
249281,6.85,0.11,0.06,1.08,0.06,0.76,1.16,96.98,7.22,0.01,9.24,-0.01,0.01,0.01,0.97,7.51
222164,10.45,-1.66,0.14,0.89,0.11,1.15,1.17,81.52,13.95,0.01,13.56,-0.01,0.01,0.01,0.81,14.18
179396,-0.39,-1.31,0.03,-0.04,0.01,0.03,0.66,28.64,4.03,0.01,0.33,-0.01,0.0,0.0,0.95,1.9
137078,5.41,-1.83,0.09,0.87,0.06,0.79,1.5,97.35,9.29,0.01,9.39,-0.01,0.01,0.01,0.95,9.94
223244,5.86,-5.94,0.11,0.56,0.11,0.65,1.03,91.73,11.56,0.01,7.34,-0.01,0.01,0.01,0.92,11.84
218645,13.22,1.07,0.13,1.13,0.13,1.32,1.12,88.28,12.8,0.01,16.1,0.01,0.01,0.01,0.84,15.35
206477,9.54,1.79,0.11,0.75,0.1,0.65,0.68,67.61,8.68,0.01,7.74,0.03,0.01,0.01,0.73,9.96
112562,6.91,0.24,0.12,0.62,0.05,0.72,1.01,81.98,11.84,0.01,8.3,0.0,0.01,0.01,0.81,8.05
248930,9.72,-2.12,0.13,0.87,0.13,0.9,0.97,90.23,10.91,0.01,10.68,0.01,0.01,0.01,0.84,15.35
226727,,,0.11,,0.09,,,,,0.01,0.0,-0.02,0.01,0.01,0.84,10.01
119231,11.75,-0.24,0.16,0.97,0.12,1.5,1.41,77.81,17.2,0.01,17.87,-0.0,0.01,0.01,0.7,15.88
203111,10.35,-1.32,0.16,0.78,0.06,0.98,0.98,61.77,13.35,0.01,11.4,-0.06,0.01,0.0,0.6,8.3
149723,13.34,1.98,0.03,0.82,0.25,0.28,0.16,3.35,2.47,0.0,3.41,0.02,0.0,0.01,0.14,3.71
27962,5.18,-1.18,0.13,0.44,0.08,0.54,0.9,65.79,11.76,0.01,5.97,0.01,0.01,0.01,0.67,9.11
86777,12.35,0.34,0.13,1.0,0.13,1.25,1.11,76.82,13.63,0.01,15.01,0.01,0.01,0.01,0.84,15.35
148508,15.3,5.58,0.04,1.15,0.3,0.6,0.39,5.04,5.06,0.0,7.27,0.05,0.01,0.01,0.04,6.97
181664,0.84,-0.5,0.04,0.26,0.01,0.17,0.88,97.63,3.1,0.01,2.04,-0.0,0.0,0.0,0.94,2.55
78794,-0.64,-0.95,0.01,-0.17,-0.01,0.08,0.46,88.03,1.71,0.0,1.0,-0.01,0.0,-0.0,0.7,1.11
68732,13.35,1.06,0.13,1.18,0.13,1.22,1.02,94.17,11.33,0.01,14.95,0.01,0.01,0.01,0.84,15.35
111878,,,0.13,,0.08,,,,,0.01,0.0,0.01,0.01,0.01,0.67,9.11
134729,5.24,-0.71,0.04,0.77,0.06,0.32,0.49,83.0,3.3,0.0,3.88,-0.0,0.0,0.01,0.74,4.01
67877,1.24,-0.15,0.03,0.37,0.01,0.2,0.84,98.21,2.94,0.01,2.34,-0.01,0.0,0.0,0.97,1.97
61937,8.7,0.07,0.13,0.53,0.07,0.68,0.73,31.45,13.07,0.01,7.63,-0.01,0.01,0.0,0.3,6.0
136997,,,0.05,,0.05,,,,,0.01,0.0,-0.01,0.0,0.01,0.88,5.53
63881,6.41,0.98,0.01,1.23,0.03,0.2,0.18,32.65,0.89,0.0,2.42,0.0,0.0,0.0,0.6,1.87
51461,2.04,1.15,0.03,0.59,0.06,0.25,0.92,66.42,3.15,0.0,3.05,0.03,0.0,0.01,0.29,4.58
186029,30.67,5.72,0.01,2.42,0.03,0.6,0.2,5.82,2.3,0.0,7.37,0.0,0.0,0.0,0.6,1.87
66509,6.13,-4.02,0.08,0.53,0.08,0.5,0.72,78.14,8.75,0.01,5.72,-0.03,0.0,0.0,0.55,4.36
67166,0.44,-0.28,0.03,0.14,0.0,0.15,1.01,73.31,3.5,0.01,1.73,-0.0,0.0,0.0,0.59,1.65
108530,12.02,-0.12,0.11,1.06,0.09,1.01,0.91,92.34,10.19,0.01,12.26,-0.02,0.01,0.01,0.84,10.01
240749,4.77,1.05,0.01,1.29,0.03,0.21,0.27,65.61,0.97,0.0,2.57,0.0,0.0,0.0,0.6,1.87
59525,9.23,2.91,0.03,1.44,0.01,0.87,1.02,44.62,6.3,0.01,10.73,0.0,0.0,0.0,0.88,2.37
92033,3.33,-5.43,0.09,0.56,0.05,0.63,1.75,93.76,11.06,0.01,7.12,-0.02,0.01,0.01,0.87,8.38
31247,2.8,-5.04,0.08,0.24,0.08,0.26,0.58,65.3,7.63,0.01,2.9,-0.03,0.0,0.0,0.55,4.36
34271,3.42,-3.26,0.13,0.34,0.06,0.5,1.13,73.75,13.93,0.01,5.16,-0.01,0.01,0.01,0.75,7.52
102815,6.56,-0.07,0.13,0.59,0.06,0.71,1.04,80.6,12.24,0.01,8.12,-0.01,0.01,0.01,0.75,7.52
220715,,,0.03,,0.06,,,,,0.0,0.0,0.03,0.0,0.01,0.29,4.58
63620,4.18,-2.45,0.07,0.65,0.06,0.47,1.02,87.37,6.7,0.01,5.56,-0.01,0.01,0.01,0.89,7.44
29159,9.37,-2.63,0.11,0.8,0.09,0.99,1.1,79.94,13.15,0.01,11.57,-0.02,0.01,0.01,0.84,10.01
176669,9.64,4.02,0.17,0.67,0.09,1.13,1.18,45.8,18.4,0.01,12.63,0.03,0.01,0.01,0.49,11.65
96632,10.42,3.07,0.11,0.9,0.1,0.89,0.9,84.0,10.38,0.01,10.67,0.03,0.01,0.01,0.73,9.96
171584,-0.95,2.26,0.04,0.21,0.05,0.22,-1.22,32.89,6.22,-0.0,2.45,-0.0,0.0,0.0,0.08,0.71
89792,6.2,-0.74,0.09,0.98,0.03,0.88,1.5,95.19,9.43,0.01,10.61,-0.01,0.0,0.01,0.95,4.94
156716,2.42,-3.54,0.11,0.25,0.06,0.32,0.86,84.43,9.86,0.01,3.36,-0.01,0.01,0.01,0.9,6.62
101411,9.12,2.67,0.11,0.73,0.1,0.96,1.08,65.68,14.08,0.01,11.12,0.03,0.01,0.01,0.73,9.96
90665,0.58,-0.08,0.03,0.17,0.01,0.13,0.47,70.09,1.66,0.01,1.56,0.0,0.0,0.0,0.88,2.37
89729,12.95,5.28,0.11,1.09,0.1,1.09,0.92,81.55,10.84,0.01,13.27,0.03,0.01,0.01,0.73,9.96
129320,12.43,2.45,0.11,0.9,0.1,0.99,0.84,68.28,11.67,0.01,11.73,0.03,0.01,0.01,0.73,9.96
136223,5.63,-1.43,0.09,0.9,0.05,0.76,1.4,96.36,8.7,0.01,9.15,-0.02,0.01,0.01,0.87,8.38
66968,5.43,-0.86,0.05,0.76,0.05,0.43,0.71,72.49,5.11,0.01,5.14,-0.01,0.0,0.01,0.88,5.53
248840,0.36,-0.02,0.0,0.05,0.19,0.11,0.06,17.26,0.48,0.0,1.31,0.0,0.0,0.01,0.17,1.75
201572,3.6,1.4,0.01,0.92,0.03,0.26,0.5,58.22,1.92,0.0,3.09,0.0,0.0,0.0,0.6,1.87
63719,11.79,2.66,0.05,1.21,0.03,0.63,0.54,41.51,5.14,0.01,7.7,-0.02,0.0,0.0,0.5,2.79
137015,,,0.05,,0.05,,,,,0.01,0.0,-0.01,0.0,0.01,0.88,5.53
96344,2.8,-5.06,0.08,0.45,0.04,0.46,1.39,83.45,9.32,0.01,5.2,-0.03,0.0,0.01,0.69,5.78
106352,6.26,-4.69,0.13,0.54,0.08,0.6,0.88,73.83,11.01,0.01,6.81,-0.04,0.01,0.01,0.81,9.67
247409,5.32,-1.97,0.09,0.86,0.03,0.78,1.52,97.01,9.42,0.01,9.35,-0.01,0.0,0.01,0.95,4.94
176894,13.68,1.49,0.13,1.14,0.13,1.3,1.07,83.52,12.54,0.01,15.89,0.01,0.01,0.01,0.84,15.35
216683,5.35,-1.12,0.05,0.84,0.05,0.49,0.85,94.42,5.36,0.01,5.86,-0.01,0.0,0.01,0.88,5.53
119933,8.41,-3.51,0.13,0.72,0.07,0.9,1.08,77.09,13.16,0.01,10.36,-0.05,0.01,0.01,0.78,8.55
219158,10.59,2.18,0.11,0.78,0.1,0.64,0.59,59.62,8.13,0.01,7.58,0.03,0.01,0.01,0.73,9.96
248525,3.77,-3.48,0.07,0.59,0.05,0.52,1.27,85.9,8.41,0.01,6.08,-0.02,0.01,0.01,0.82,6.14
47132,12.91,0.75,0.13,1.13,0.13,1.3,1.13,91.32,12.7,0.01,15.88,0.01,0.01,0.01,0.84,15.35
218474,-1.99,-1.95,0.02,-0.55,-0.02,0.01,0.57,92.99,2.07,0.0,0.15,-0.01,0.0,-0.0,0.76,1.25
160181,6.09,-0.88,0.09,0.96,0.03,0.85,1.48,95.61,9.25,0.01,10.28,-0.01,0.0,0.01,0.95,4.94
247157,7.78,-1.23,0.12,0.62,0.05,0.69,0.86,75.22,11.26,0.01,7.88,0.0,0.01,0.01,0.81,8.05
134135,9.05,2.36,0.13,0.7,0.08,0.88,0.97,60.72,13.16,0.01,10.09,0.01,0.01,0.01,0.67,9.11
90998,,,0.07,,0.06,,,,,0.01,0.0,-0.02,0.0,0.01,0.67,4.93
225962,4.47,-1.63,0.11,0.39,0.06,0.43,0.78,67.67,10.03,0.01,4.79,-0.01,0.01,0.01,0.9,6.62
91448,1.17,-0.17,0.03,0.34,0.01,0.17,0.64,93.87,2.31,0.01,2.04,-0.01,0.0,0.0,0.95,1.9
50120,11.04,-0.96,0.11,1.01,0.11,0.94,0.91,97.33,9.89,0.01,11.34,-0.01,0.01,0.01,0.92,11.84
163790,5.51,-1.17,0.07,0.86,0.06,0.57,1.01,92.4,6.44,0.01,6.86,-0.01,0.01,0.01,0.89,7.44
71324,6.59,-0.17,0.11,0.62,0.06,0.63,0.9,92.9,9.92,0.01,7.25,-0.01,0.01,0.01,0.9,6.62
191924,-0.48,2.76,0.06,0.32,-0.0,0.28,-3.94,0.26,6.33,0.02,3.19,-0.0,0.0,0.0,0.01,1.45
88577,0.92,-0.39,0.03,0.27,0.01,0.17,0.8,90.9,2.9,0.01,2.03,-0.01,0.0,0.0,0.95,1.9
138500,20.84,5.54,0.04,1.3,0.3,0.59,0.28,3.55,4.36,0.0,7.18,0.05,0.01,0.01,0.04,6.97
222650,7.04,0.77,0.04,0.49,0.05,0.18,0.12,4.2,1.75,-0.0,2.16,-0.0,0.0,0.0,0.08,0.71
210221,7.19,0.33,0.11,0.65,0.06,0.63,0.85,86.66,9.6,0.01,7.38,-0.01,0.01,0.01,0.9,6.62
245465,2.35,1.08,0.03,0.67,0.02,0.34,1.18,95.25,4.16,0.01,4.06,0.0,0.0,0.0,0.9,2.76
234998,7.74,1.02,0.09,0.92,0.06,0.73,0.97,53.97,8.04,0.01,8.76,-0.01,0.01,0.01,0.95,9.94
30716,14.15,2.91,0.11,0.96,0.1,0.6,0.42,52.85,6.03,0.01,7.18,0.03,0.01,0.01,0.73,9.96
62423,28.93,2.99,0.03,1.92,0.25,0.36,0.11,4.01,1.52,0.0,4.43,0.02,0.0,0.01,0.14,3.71
42803,14.29,1.92,0.03,1.21,0.25,0.28,0.14,6.4,1.6,0.0,3.35,0.02,0.0,0.01,0.14,3.71
133514,6.7,-0.02,0.11,0.64,0.06,0.73,1.06,93.21,11.57,0.01,8.38,-0.01,0.01,0.01,0.9,6.62
52217,8.51,-3.59,0.11,0.76,0.09,0.92,1.11,85.86,12.9,0.01,10.76,-0.02,0.01,0.01,0.84,10.01
250991,10.33,2.86,0.11,0.93,0.1,0.86,0.87,91.25,9.63,0.01,10.29,0.03,0.01,0.01,0.73,9.96
90188,-0.68,-1.3,0.03,-0.16,0.01,0.07,0.62,77.15,2.44,0.01,0.87,-0.0,0.0,0.0,0.95,2.09
217736,2.82,2.14,0.06,0.78,0.02,0.35,1.05,65.91,3.79,0.02,4.24,0.02,0.0,0.01,0.86,4.26
227690,,,0.12,,0.05,,,,,0.01,0.0,-0.02,0.01,0.0,0.8,5.79
241352,1.75,0.28,0.04,0.5,0.01,0.24,0.87,95.32,3.08,0.01,2.82,-0.0,0.0,0.0,0.94,2.55
168839,0.64,-0.71,0.03,0.2,0.01,0.16,0.92,97.67,3.24,0.01,1.88,-0.01,0.0,0.0,0.95,1.83
137186,5.12,-1.36,0.05,0.82,0.06,0.48,0.88,98.11,5.41,0.01,5.79,-0.0,0.01,0.01,0.94,6.57
152999,-0.3,-1.36,0.03,-0.07,0.0,0.09,0.8,96.72,2.83,0.01,1.05,-0.01,0.0,0.0,0.96,1.62
163655,9.24,-2.83,0.13,0.82,0.13,0.98,1.1,86.57,12.7,0.01,11.48,0.01,0.01,0.01,0.84,15.35
92330,29.6,4.31,0.04,1.34,0.3,0.48,0.15,1.85,3.24,0.0,5.81,0.05,0.01,0.01,0.04,6.97
181385,6.49,-0.33,0.09,1.02,0.06,0.87,1.42,95.67,8.9,0.01,10.52,-0.01,0.01,0.01,0.95,9.54
34937,5.54,-0.98,0.05,0.83,0.05,0.51,0.88,85.28,5.8,0.01,6.16,-0.01,0.0,0.01,0.88,5.53
91313,7.68,0.89,0.05,1.1,0.05,0.72,0.98,79.21,6.71,0.01,8.8,-0.01,0.0,0.01,0.88,5.53
131471,4.02,1.12,0.03,0.42,0.06,0.22,0.34,9.06,3.25,0.0,2.64,0.03,0.0,0.01,0.29,4.58
154268,6.99,-4.55,0.11,0.64,0.09,0.7,0.97,87.07,11.16,0.01,8.09,-0.02,0.01,0.01,0.84,10.01
228797,10.44,-1.74,0.14,0.9,0.11,1.19,1.22,83.52,14.39,0.01,14.06,-0.01,0.01,0.01,0.81,14.18
175643,5.54,-1.66,0.09,0.88,0.06,0.82,1.53,93.59,9.66,0.01,9.75,-0.01,0.01,0.01,0.95,9.94
86831,22.76,10.78,0.16,1.65,0.12,2.2,1.19,70.64,15.2,0.01,28.34,-0.0,0.01,0.01,0.7,15.88
118394,0.8,0.1,0.05,0.17,0.01,0.17,0.79,30.68,4.17,0.01,1.92,0.0,0.0,0.0,0.42,2.17
156320,6.37,-0.18,0.12,0.56,0.05,0.68,1.0,74.51,12.28,0.01,7.67,0.0,0.01,0.01,0.81,8.05
165014,17.5,9.0,0.16,1.36,0.17,1.82,1.23,66.27,15.13,0.01,22.79,0.08,0.02,0.01,0.57,21.78
74150,10.95,4.45,0.04,1.04,0.3,0.51,0.44,7.94,4.58,0.0,6.14,0.05,0.01,0.01,0.04,6.97
247553,7.02,0.18,0.05,1.11,0.06,0.52,0.71,97.26,4.39,0.01,6.28,-0.0,0.01,0.01,0.95,6.16
215855,3.93,-5.01,0.16,0.34,0.06,0.57,1.13,48.3,16.24,0.01,5.72,-0.02,0.01,0.0,0.5,8.01
95003,13.51,1.19,0.13,1.18,0.13,1.21,1.0,92.59,11.2,0.01,14.84,0.01,0.01,0.01,0.84,15.35
31418,12.37,1.96,0.05,0.87,0.01,0.28,0.17,4.36,2.35,0.01,3.39,0.0,0.0,0.0,0.42,2.17
223460,5.42,-1.65,0.08,0.88,0.06,0.72,1.35,97.89,8.33,0.01,8.6,-0.01,0.01,0.01,0.97,9.13
222533,0.92,-0.44,0.03,0.28,0.01,0.18,0.9,96.54,3.18,0.01,2.13,-0.0,0.0,0.0,0.95,2.09
56492,7.56,0.91,0.12,0.67,0.05,0.8,1.04,80.38,12.29,0.01,9.18,-0.01,0.01,0.0,0.83,6.7
86003,0.41,0.39,0.03,0.14,0.0,0.12,1.06,76.27,3.28,0.01,1.42,-0.0,0.0,0.0,0.59,1.65
96335,2.81,-5.05,0.08,0.45,0.04,0.46,1.39,83.34,9.32,0.01,5.21,-0.03,0.0,0.01,0.69,5.78
228824,3.5,-3.25,0.13,0.34,0.06,0.52,1.17,72.64,14.45,0.01,5.37,-0.01,0.01,0.01,0.75,7.52
35153,7.57,-4.45,0.13,0.7,0.13,0.82,1.08,89.61,12.26,0.01,9.47,0.01,0.01,0.01,0.84,15.35
205280,7.03,0.34,0.08,1.1,0.06,0.86,1.3,96.08,8.14,0.01,10.46,-0.01,0.01,0.01,0.97,9.13
84725,25.66,5.92,0.04,1.14,0.3,0.62,0.24,1.78,5.28,0.0,7.5,0.05,0.01,0.01,0.04,6.97
61253,1.93,0.95,0.03,0.63,0.01,0.24,0.81,93.69,2.48,0.01,2.86,0.0,0.0,0.0,0.88,2.37
92780,11.82,-0.36,0.11,1.08,0.11,1.11,1.03,99.1,11.12,0.01,13.48,-0.01,0.01,0.01,0.92,11.84
147977,,,0.0,,0.19,,,,,0.0,0.0,0.0,0.0,0.01,0.17,1.75
209087,6.2,-6.33,0.16,0.56,0.06,0.8,1.22,77.29,14.83,0.01,8.82,-0.06,0.01,0.0,0.6,8.3
91160,1.58,0.76,0.03,0.5,0.01,0.23,0.91,85.44,2.92,0.01,2.74,0.0,0.0,0.0,0.88,2.37
83573,-7.05,-1.29,0.33,0.06,0.05,0.27,0.35,1.27,30.76,0.0,-1.15,0.03,0.01,0.0,0.03,3.41
151838,15.16,3.06,0.13,1.21,0.13,1.49,1.13,78.38,13.66,0.01,18.36,0.01,0.01,0.01,0.84,15.35
