investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,36380000.0,1.68,5,1993-02-15,106118,Large,11.48
,USD,99080000.0,0.57,3,2012-12-27,127565,,1.15
Value,USD,103250000000.0,2.68,5,1929-06-30,247778,Large,8.64
Value,USD,805130000.0,2.52,2,2015-04-09,64313,Large,13.14
Blend,USD,341420000.0,2.76,3,1994-10-02,235322,Medium,3.89
Blend,USD,18230000.0,1.25,1,2007-08-28,174779,Large,6.39
Blend,USD,218560000.0,4.99,,2010-06-29,177182,Small,3.12
Growth,USD,294630000.0,0.22,3,2000-12-28,225944,Large,9.16
Value,USD,412420000.0,1.7,2,2011-12-28,140678,Large,8.07
Blend,USD,212880000.0,2.82,4,2010-12-13,232028,Small,2.64
Value,USD,3900000000.0,1.69,2,2012-02-29,248462,Large,5.05
Blend,USD,65310000000.0,2.83,4,2001-02-11,247859,Medium,2.66
Growth,USD,2160000000.0,0.28,3,1997-04-30,100853,Large,14.35
Value,USD,172360000.0,3.81,3,2013-01-30,252674,Small,3.66
Blend,USD,50540000.0,2.86,4,2013-03-18,57725,Medium,2.1
Blend,USD,32040000.0,1.11,2,2013-03-26,223352,Large,10.53
Value,USD,23340000.0,0.0,3,2002-03-21,213722,Large,3.72
Value,USD,1480000000.0,1.93,4,1987-12-28,157661,Large,7.95
Growth,USD,679220000.0,0.0,2,2001-12-20,38393,Medium,15.15
Growth,USD,551740000.0,1.61,3,1998-10-29,149291,Large,14.15
Blend,USD,396280000.0,0.0,2,2001-06-24,227069,Small,13.9
Growth,USD,477600000.0,0.0,4,2004-09-30,53405,Medium,14.68
Blend,USD,1670000000.0,1.84,3,2012-09-13,62099,Large,7.46
Growth,USD,5850000000.0,0.64,4,2012-12-19,185921,Large,14.52
Blend,USD,1540000000.0,2.38,5,2006-03-30,197900,Small,15.36
Value,USD,2570000000.0,1.3,2,2010-07-29,253250,Medium,0.56
Growth,USD,20030000.0,0.0,5,2016-03-28,31445,Medium,15.07
,USD,23690000.0,2.55,3,1999-08-02,245438,,1.96
Blend,USD,654090000.0,2.23,2,2000-03-29,170090,Large,4.37
Value,USD,18990000000.0,2.05,3,2017-01-26,118178,Large,1.81
Value,USD,1840000000.0,2.56,3,2015-03-26,95813,Medium,1.81
Growth,USD,3730000000.0,0.0,4,2015-06-29,142811,Large,20.73
Growth,USD,1640000000.0,0.0,3,1997-12-14,98468,Large,13.01
Value,USD,45880000000.0,3.96,5,2007-09-27,141677,Medium,2.2
Blend,USD,2040000000.0,0.0,,2009-07-05,134180,Large,10.77
Blend,USD,264900000.0,1.94,4,2013-12-04,166256,Large,9.1
Value,USD,573080000.0,4.69,4,2017-03-16,231218,Small,2.45
Value,USD,5410000.0,2.76,2,2012-09-03,98954,Large,11.21
Blend,USD,8340000.0,1.93,2,2015-08-23,191879,Large,12.45
Value,USD,1840000000.0,1.05,2,2012-09-13,62198,Large,2.51
Growth,USD,974220.0,0.0,,2011-02-23,35180,Large,21.02
Growth,USD,104000000.0,0.28,3,1992-05-05,38303,Small,15.91
Blend,USD,3430000000.0,2.41,4,2011-05-30,143243,Large,8.64
Blend,USD,3340000000.0,5.17,3,2009-09-28,173033,Large,6.61
Growth,USD,1790000000.0,1.64,,2002-06-27,155924,Large,14.21
Value,USD,42690000.0,1.95,,2013-08-08,201932,Medium,4.74
Value,USD,32980000.0,5.57,3,2018-01-31,41255,Medium,7.75
Blend,USD,1580000000.0,2.82,5,2004-08-30,40544,Large,7.47
Growth,USD,56290000.0,2.63,,2012-02-28,77012,Large,6.39
Blend,USD,5790000000.0,1.47,5,2009-07-05,125801,Large,10.5
Blend,USD,2700000000.0,1.33,3,2015-12-29,105551,Large,10.46
Growth,USD,1450000000.0,1.25,3,2004-04-01,226745,Large,11.25
Blend,USD,144670000.0,2.51,,2008-10-26,180836,Medium,14.49
Blend,USD,570570000.0,2.73,3,2000-11-29,189125,Large,9.64
Blend,USD,616140000.0,3.07,4,1993-11-30,222002,Medium,2.6
Growth,USD,213510000.0,0.0,3,2016-08-14,237473,Large,18.19
Value,USD,313410000.0,4.21,,2011-09-14,74897,Small,3.37
Growth,USD,1540000000.0,0.0,,2013-12-10,51074,Large,16.64
Value,USD,417380000.0,4.77,,2012-07-31,148526,Small,5.82
Growth,USD,5960000000.0,0.0,3,2009-08-02,216530,Large,22.47
Blend,USD,1750000000.0,3.03,3,2013-07-30,37664,Large,10.19
Blend,USD,5410000.0,0.0,0,2004-02-19,213308,Large,-20.3
Growth,USD,25850000.0,0.0,4,2015-06-29,146933,Medium,17.9
Growth,USD,911470000.0,3.64,0,2017-03-19,67940,Medium,5.87
,USD,968190000.0,4.47,5,2006-12-26,144755,,5.66
,USD,404280000.0,6.99,3,2007-12-02,84932,,2.21
Value,USD,4180000000.0,4.73,,2003-11-30,184769,Small,4.84
Blend,USD,1230000000.0,2.04,3,2006-10-29,132146,Large,10.51
Growth,USD,299880000.0,0.15,2,2011-10-23,44288,Medium,7.62
Value,USD,139040000.0,5.11,1,2010-04-11,41750,Small,7.01
Growth,USD,442190000.0,1.51,0,2018-02-15,158903,Large,12.42
Value,USD,6140000000.0,1.14,,1996-07-31,139535,Large,10.36
Blend,USD,19670000000.0,1.04,4,2007-01-31,204740,Large,7.63
Value,USD,81410000.0,2.94,2,2015-04-30,218258,Large,9.75
Blend,USD,806750000.0,0.0,3,1969-05-18,87101,Small,9.58
Blend,USD,273260000.0,3.1,5,2014-03-31,159533,Large,8.76
Growth,USD,20030000.0,0.0,,2016-03-28,31427,Medium,14.93
Blend,USD,37030000.0,0.45,4,2014-02-03,29384,Large,12.67
Growth,USD,12030000000.0,0.0,4,1981-11-01,239219,Large,16.79
Blend,USD,178590000.0,1.36,1,2014-08-24,218312,Large,11.49
Growth,USD,263100000.0,2.28,2,1992-06-02,171548,Large,12.85
Blend,USD,1850000000.0,0.45,,1993-08-31,202436,Large,8.87
,USD,384930000.0,17.45,2,2012-06-17,53297,,5.64
Blend,USD,2710000.0,0.0,1,2013-05-30,251873,Medium,16.12
Growth,USD,148830000.0,0.0,3,2009-11-01,133136,Large,0.0
Growth,USD,129600000.0,0.0,4,2012-11-07,60560,Large,15.66
Growth,USD,5110000000.0,0.0,3,1998-08-19,107171,Medium,17.17
Blend,USD,133960000.0,2.63,2,1994-05-25,157436,Large,8.72
Blend,USD,14120000.0,4.41,,2015-06-02,196676,Medium,19.77
Growth,USD,6030000000.0,0.0,3,2010-12-28,39527,Large,15.41
Blend,USD,503450000.0,2.73,4,2012-07-01,131741,Large,6.19
Growth,USD,851270000.0,0.0,2,2009-12-15,232136,Large,14.34
Blend,USD,469000000.0,0.9,3,2012-07-25,152072,Medium,14.31
Growth,USD,817790000.0,0.0,2,2001-02-27,77615,Large,13.57
Blend,USD,128950000.0,1.68,1,2015-09-29,37925,Large,11.63
Blend,USD,9280000000.0,1.23,3,2012-05-17,207134,Large,9.97
Blend,USD,28670000.0,2.26,2,2016-03-30,206711,Large,13.47
Growth,USD,100160000.0,0.0,2,2015-04-29,163592,Large,11.72
Blend,USD,764950.0,1.66,0,2017-12-28,190592,Large,10.63
Blend,USD,531800000.0,3.71,5,1992-11-05,220229,Medium,5.94
Growth,USD,764120000.0,2.06,3,2001-02-28,199097,Large,6.39
Blend,USD,31450000.0,0.86,0,2017-12-17,36890,Large,-0.95
Growth,USD,375140000.0,1.33,2,2004-10-31,194903,Large,14.63
Growth,USD,607460000.0,0.26,2,2017-04-09,39554,Small,12.89
,USD,5930000.0,0.29,,2017-11-05,162062,,9.96
Growth,USD,1360000000.0,0.46,2,2018-02-25,115847,Large,17.49
Blend,USD,178590000.0,1.27,2,1994-10-09,216377,Large,11.46
Blend,USD,8190000.0,0.73,0,2017-12-17,108800,Large,2.41
Value,USD,2210000000.0,2.13,3,2015-02-03,150506,Large,11.31
Blend,USD,2960000000.0,1.21,,1991-06-18,185507,Medium,14.29
Value,USD,142990000.0,2.01,3,2013-04-30,85706,Large,7.96
Growth,USD,12820000000.0,2.99,4,2007-09-23,163988,Medium,3.41
,USD,797840000.0,3.5,4,2004-09-29,48104,,2.54
Value,USD,444800000.0,3.1,2,2005-09-25,120662,Large,7.03
Growth,USD,1220000000.0,0.38,5,2012-09-04,244493,Small,11.73
Value,USD,1130000000.0,3.52,4,2006-02-15,54341,Medium,1.3
Growth,USD,1840000000.0,2.19,4,2004-10-14,228743,Large,7.52
Blend,USD,1070000000.0,2.31,3,2009-12-29,189404,Large,9.94
Growth,USD,3260000000.0,3.26,4,2003-07-30,184211,Small,5.52
,USD,133800000.0,1.95,2,2001-06-28,101555,,3.16
Growth,USD,9480000.0,0.16,2,2015-03-30,141524,Large,13.53
Value,USD,321350000.0,4.88,4,2008-06-01,155825,Small,6.71
Value,USD,78250000.0,2.59,2,2010-09-30,141317,Small,7.06
Blend,USD,68930000.0,2.52,,2006-12-19,235331,Large,0.98
Blend,USD,161070000.0,0.84,3,2018-01-24,161306,Large,14.81
Value,USD,530140000.0,3.01,5,2008-06-15,133262,Medium,3.8
Growth,USD,116800000.0,0.11,3,2005-10-31,68552,Large,11.79
Blend,USD,260720000.0,3.82,4,2007-03-14,66788,Small,3.59
Growth,USD,68490000.0,0.21,3,2015-09-30,67328,Large,14.51
Growth,USD,108280000.0,2.05,1,2012-01-26,40274,Large,11.73
Value,USD,244990000.0,1.74,4,2012-04-26,164123,Small,1.15
Blend,USD,14700000000.0,2.94,4,2008-09-30,207881,Large,11.24
Growth,USD,540350000.0,0.0,,2010-11-14,163952,Small,19.47
Value,USD,330670000.0,5.65,3,2007-05-30,107225,Medium,7.27
Blend,USD,9980000000.0,1.09,3,1992-12-13,221606,Large,14.25
,USD,1300000000.0,3.85,5,2000-03-16,95723,,2.87
Blend,USD,9280000000.0,1.62,,2012-05-17,203570,Large,10.1
Blend,USD,61490000.0,1.1,3,2015-09-29,228347,Large,9.96
Blend,USD,1110000000.0,1.01,3,2013-04-02,86588,Medium,15.26
Value,USD,7410000000.0,2.26,3,2005-03-31,163763,Large,8.79
Blend,USD,3580000000.0,2.54,4,2016-02-29,187973,Medium,14.95
Blend,USD,13110000.0,2.24,,2016-08-24,226835,Large,12.44
Growth,USD,768830000.0,0.0,2,1986-05-08,253277,Large,15.32
Blend,USD,5690000000.0,5.35,3,2007-02-28,65285,Medium,11.82
Growth,USD,245280000.0,0.0,3,2000-12-28,218978,Large,16.75
Growth,USD,445150000.0,0.0,3,2002-05-07,34100,Medium,30.21
Blend,USD,152220000.0,2.68,4,2015-07-14,62324,Medium,2.75
Blend,USD,5620000000.0,0.25,3,2001-09-24,66491,Large,12.87
Growth,USD,550350000.0,0.0,2,2006-12-21,119240,Medium,22.51
Blend,USD,1340000000.0,2.81,3,1998-01-01,158822,Medium,3.43
Blend,USD,292830000.0,2.71,3,2005-04-28,57590,Large,6.85
Growth,USD,972410000.0,2.02,1,1999-07-25,193787,Medium,2.79
Blend,USD,5210000.0,,0,2018-11-29,45782,Large,11.82
Value,USD,794940000.0,4.37,4,2010-02-25,47411,Medium,4.99
Growth,USD,37320000.0,0.0,,2002-06-30,113003,Large,13.01
Value,USD,42110000.0,1.11,5,2014-06-29,253529,Small,7.22
Value,USD,22530000.0,3.98,,2015-03-26,169010,Large,7.7
Value,USD,184030000.0,1.28,3,1998-07-05,213173,Large,11.68
Blend,USD,16390000.0,1.56,1,2015-05-28,110987,Small,6.62
Blend,USD,869010000.0,2.15,5,2009-09-29,233675,Large,7.28
Blend,USD,234000000.0,1.18,4,2016-07-31,117269,Medium,20.86
Growth,USD,8410000000.0,3.58,2,2002-07-30,72431,Large,11.77
,USD,6310000000.0,0.0,2,2010-01-05,37277,,0.6
Growth,USD,30310000.0,9.56,,2016-12-13,201005,Medium,5.2
Value,USD,16280000000.0,5.98,,1998-11-18,48356,Medium,7.31
Blend,USD,110020000.0,0.6,1,2011-09-18,184589,Large,9.41
Blend,USD,218560000.0,5.5,4,2010-06-29,177200,Small,3.25
Blend,USD,132250000.0,3.37,5,2014-12-30,196082,Medium,3.63
,USD,410050000.0,1.45,2,2007-11-29,104633,,3.1
Growth,USD,59770000.0,0.0,2,2008-09-23,31796,Large,15.02
Blend,USD,283120000.0,2.47,3,2015-11-12,157670,Large,2.52
Growth,USD,3510000000.0,1.27,4,2015-11-19,207305,Large,13.32
Blend,USD,3210000000.0,1.16,3,1998-08-11,133037,Medium,13.99
,USD,51180000.0,6.78,2,2011-04-28,100367,,2.14
Blend,USD,975320000.0,0.1,2,1987-06-08,105119,Medium,14.03
Growth,USD,1020000000.0,0.0,3,1999-03-30,187262,Large,16.25
Blend,USD,293800000.0,2.22,4,2010-03-31,71468,Small,2.3
Growth,USD,1750000000.0,0.0,3,2005-11-07,214190,Small,13.38
Value,USD,516120000.0,2.17,,2015-08-02,77714,Small,2.44
Blend,USD,67700000.0,0.98,,2012-02-05,209096,Medium,14.29
Blend,USD,4170000000.0,0.0,1,2015-12-03,232847,Large,9.81
,USD,21220000.0,0.15,2,2001-08-19,213326,,21.11
Value,USD,25740000.0,5.38,3,2015-10-29,50651,Small,6.61
Blend,USD,86660000.0,3.21,2,2015-06-21,172250,Small,2.91
Blend,USD,1010000000.0,3.47,2,2015-06-29,142685,Large,12.05
Growth,USD,1130000000.0,0.0,3,2008-01-10,249587,Small,9.62
,USD,24970000.0,0.0,0,2014-04-29,98027,,5.63
Growth,USD,30530000000.0,0.0,4,2002-10-31,108026,Large,17.46
Blend,USD,35760000.0,0.22,3,2002-07-09,70604,Small,-1.01
,USD,677470000.0,4.92,5,1997-04-29,106217,,3.34
Growth,USD,2890000.0,0.01,,1996-04-03,220607,Large,12.85
Blend,USD,1520000000.0,0.77,3,2012-05-01,98333,Large,9.52
Blend,USD,1070000000.0,0.0,3,2010-07-29,216935,Medium,14.37
Value,USD,11840000000.0,2.27,5,2010-05-27,107873,Large,8.0
Growth,USD,8410000000.0,4.16,,1997-01-01,162908,Large,12.03
Blend,USD,103490000.0,0.0,4,2008-01-30,85400,Large,4.39
Value,USD,1470000000.0,1.84,2,2016-07-10,44198,Large,7.78
Blend,USD,278440000.0,2.47,3,2005-10-24,117827,Small,7.59
Blend,USD,162720000.0,0.02,5,2015-09-14,48842,Small,16.7
,USD,558410000.0,2.12,4,1991-11-04,112985,,1.34
Blend,USD,25130000.0,3.18,0,2014-12-03,49814,Large,-10.75
Growth,USD,1560000000.0,0.0,4,2008-01-31,233243,Large,14.93
Value,USD,1330000000.0,2.96,5,1988-10-24,149561,Medium,2.79
Blend,USD,899500000.0,2.2,3,2005-06-29,228374,Large,7.1
Growth,USD,94110000.0,0.0,2,2000-07-09,71927,Large,16.79
Value,USD,1160000000.0,0.52,3,2017-12-10,202031,Large,11.66
Growth,USD,23640000.0,0.0,2,2011-12-14,43469,Medium,22.99
Blend,USD,713700000.0,1.98,,2010-09-26,59588,Large,11.74
Blend,USD,40410000.0,1.11,,2016-05-10,170216,Large,5.33
Blend,USD,1040000000.0,0.88,2,1971-01-20,165788,Large,12.54
Growth,USD,1930000000.0,0.0,5,2015-06-29,139508,Medium,27.13
Growth,USD,494220000.0,0.56,5,1998-02-17,120041,Large,16.27
Growth,USD,381720000.0,0.0,2,2016-09-29,191969,Small,9.68
Blend,USD,301500000.0,3.86,5,1978-03-15,77147,Medium,2.95
Growth,USD,790730000.0,3.92,4,2015-06-29,141128,Medium,11.35
Growth,USD,1560000000.0,0.45,4,2007-01-31,233225,Large,15.06
Growth,USD,4180000.0,0.0,1,1993-02-07,180395,Large,8.88
Growth,USD,123690000000.0,2.93,5,2013-05-30,247013,Medium,3.09
Growth,USD,27850000.0,0.0,3,2001-09-03,219248,Small,10.38
Growth,USD,1680000000.0,1.09,3,2013-09-02,173402,Large,12.31
Blend,USD,251820000.0,0.0,2,2012-10-04,153260,Large,6.43
,USD,144390000.0,2.16,,2005-12-29,128609,,14.87
Blend,USD,957400000.0,0.81,4,1998-07-30,187685,Small,12.97
Blend,USD,3240000000.0,2.39,,2001-12-02,29582,Medium,3.02
Blend,USD,2010000000.0,3.06,,2012-11-07,61964,Medium,3.69
Growth,USD,1840000000.0,3.03,4,2015-12-03,228869,Large,7.47
Blend,USD,947040000.0,2.15,3,2010-05-27,206315,Medium,3.06
Blend,USD,868930000.0,1.86,3,1990-04-23,86408,Large,8.1
Growth,USD,52490000.0,0.4,,2002-06-30,205892,Large,9.23
Value,USD,20980000000.0,2.15,4,2011-02-27,177947,Large,10.93
Value,USD,313220000.0,1.94,,2008-01-30,99890,Large,6.21
Value,USD,2160000000.0,2.5,4,2000-03-30,166535,Medium,1.5
Value,USD,254440000.0,1.74,3,2011-03-06,53927,Large,2.8
Value,USD,106980000.0,4.49,3,2014-12-17,162593,Large,8.42
Value,USD,8010000000.0,0.77,4,2002-07-30,71144,Medium,14.44
Value,USD,40830000.0,0.0,2,2014-03-30,201815,Medium,12.06
Value,USD,209850000.0,1.23,3,2018-01-31,225485,Small,12.71
Value,USD,204210000.0,0.96,2,2005-07-31,156239,Medium,11.57
Growth,USD,8300000.0,0.0,1,2016-01-03,252368,Small,31.32
Value,USD,1160000000.0,1.09,3,1996-02-19,78362,Large,13.94
Value,USD,763000000.0,0.99,3,2016-09-08,129077,Medium,10.5
Growth,USD,2650000000.0,0.0,4,2003-12-28,252728,Medium,17.09
Blend,USD,9250000.0,2.3,,2016-12-12,183545,Large,6.05
Blend,USD,36670000.0,3.57,0,2017-04-02,116873,Medium,6.03
Blend,USD,1230000000.0,2.48,2,2002-01-01,93797,Large,6.85
Growth,USD,39300000.0,0.24,,2017-02-27,110384,Medium,11.85
Growth,USD,661220000.0,0.17,3,1996-09-02,80387,Large,17.77
Value,USD,3240000000.0,4.62,3,1989-11-02,44522,Small,3.86
Blend,USD,32550000.0,1.84,3,2014-12-14,230030,Large,10.74
Value,USD,2850000000.0,1.59,4,2003-07-22,86237,Medium,1.48
Growth,USD,53010000.0,0.0,,2004-12-09,64007,Small,20.26
Value,USD,337180000.0,5.43,4,1994-05-03,225107,Large,6.88
Blend,USD,59730000.0,2.0,,2003-02-27,121490,Large,4.79
Value,USD,65670000.0,0.55,,2002-01-30,217097,Small,10.2
Value,USD,1140000000.0,2.2,2,2011-10-30,140273,Medium,1.41
Growth,USD,11460000000.0,0.0,4,2009-07-05,129779,Medium,17.41
Value,USD,424880000.0,0.75,5,2007-11-29,105947,Small,11.84
Growth,USD,183060000.0,0.0,2,1993-12-14,76121,Medium,2.09
Value,USD,28660000.0,3.15,2,2013-12-22,161873,Large,10.17
,USD,33840000000.0,7.66,4,2013-04-30,79451,,2.01
Blend,USD,48060000.0,2.12,2,1993-10-31,235403,Large,2.19
Value,USD,232990000.0,1.44,1,2006-03-30,216557,Medium,9.15
Blend,USD,329320000.0,1.64,4,2011-10-31,81944,Medium,10.63
Growth,USD,8910000000.0,0.53,5,2007-01-31,204848,Large,11.25
Value,USD,360470000.0,2.07,3,2007-11-29,103211,Large,10.92
Growth,USD,632130000.0,1.01,3,2007-09-27,143747,Medium,9.55
Blend,USD,18560000000.0,1.57,4,2013-04-09,49625,Large,13.54
Blend,USD,20040000.0,0.0,,2015-09-17,141830,Large,15.66
,USD,30940000.0,6.27,3,2015-07-13,107990,,5.76
Growth,USD,515020000.0,0.0,4,1995-08-15,84284,Medium,18.76
Value,USD,16850000000.0,0.96,3,2001-04-29,126134,Medium,14.55
Blend,USD,631870000.0,1.54,4,2010-11-14,154340,Large,12.51
Value,USD,322850000.0,2.77,2,1976-10-03,145043,Medium,3.16
Growth,USD,80830000.0,0.0,1,2015-11-12,203093,Large,3.73
Blend,USD,13000000.0,0.88,,2006-03-30,38051,Large,12.66
Value,USD,359930000.0,0.45,1,2014-01-30,143810,Large,7.87
Blend,USD,436980000.0,1.41,2,2003-12-07,122633,Medium,14.89
Growth,USD,8460000.0,0.93,4,2015-06-21,97145,Large,10.64
Blend,USD,647980000.0,2.86,,2014-05-26,46277,Large,9.42
Blend,USD,1970000000.0,0.0,,2009-05-26,173177,Large,11.53
Growth,USD,10000000000.0,0.0,,1997-04-01,169226,Medium,14.93
Value,USD,62500000.0,3.27,,1996-11-18,220112,Large,9.95
Blend,USD,7400000.0,1.32,2,2016-02-04,89486,Large,9.86
Blend,USD,19680000.0,0.8,,1997-12-28,156725,Large,9.44
Growth,USD,95410000000.0,2.02,3,2002-02-14,63044,Large,12.13
Blend,USD,583240000.0,2.97,4,2016-07-28,204668,Medium,5.18
Value,USD,2980000000.0,1.88,3,2017-04-09,41345,Large,11.56
Blend,USD,2590000000.0,2.04,2,2015-11-01,134405,Medium,17.24
Blend,USD,430410000.0,2.17,3,2011-07-28,167408,Large,7.04
Growth,USD,431700000.0,1.3,2,2008-02-28,147401,Large,12.78
Growth,USD,1090000000.0,4.04,3,1987-01-21,220004,Small,3.05
Blend,USD,9070000.0,3.19,,2011-06-29,185300,Large,5.25
Blend,USD,1330000000.0,3.72,3,1999-12-28,100727,Large,10.26
Growth,USD,53400000.0,0.84,0,2015-06-18,55160,Large,23.37
Value,USD,5800000000.0,0.97,2,2010-08-31,34424,Large,13.17
Blend,USD,807450000.0,0.99,,1994-05-31,194534,Large,9.81
Value,USD,67850000.0,0.0,0,2004-03-30,212975,Medium,-4.46
Blend,USD,2610000000.0,0.67,2,2003-12-07,116216,Large,9.19
Blend,USD,319570000.0,0.0,3,1999-01-31,195821,Large,13.08
Value,USD,701490000.0,4.7,,2008-05-14,167849,Medium,12.81
Blend,USD,1230000000.0,0.83,,2006-06-14,119006,Large,11.63
Value,USD,205780000.0,2.28,4,2012-09-26,75743,Large,12.06
Growth,USD,375140000.0,1.78,,2014-06-02,185678,Large,14.7
Growth,USD,241590000.0,0.42,5,2015-10-14,36629,Large,12.92
Growth,USD,29470000.0,1.73,3,2006-11-15,231740,Large,7.45
Value,USD,74680000.0,3.02,4,1994-04-18,76445,Medium,2.16
Growth,USD,5340000000.0,0.0,5,1996-09-02,78128,Large,20.96
Growth,USD,2370000000.0,0.0,2,2003-06-01,64862,Large,11.64
Value,USD,1900000000.0,1.62,4,2016-11-28,238670,Medium,1.52
Value,USD,401080000.0,0.07,,1996-02-27,246356,Small,11.15
Blend,USD,88510000.0,2.18,,2013-08-29,49958,Large,10.21
Blend,USD,17010000.0,0.89,4,2010-12-27,132902,Large,18.47
Blend,USD,850140000.0,2.0,3,2009-04-30,167759,Large,7.2
Blend,USD,63340000.0,0.79,3,2015-02-08,244529,Large,11.62
Value,USD,258790000.0,5.94,3,1998-09-29,107801,Medium,7.38
Value,USD,257180000.0,1.77,2,2004-02-26,179621,Large,10.18
Value,USD,22310000.0,1.96,0,2016-12-20,98594,Large,11.21
,USD,3210000000.0,6.22,3,2006-12-28,185147,,3.64
Value,USD,,4.06,2,2006-06-11,102401,Large,-1.9
Growth,USD,936280000.0,0.33,4,2009-11-02,112085,Large,14.05
Blend,USD,224470000.0,3.21,,1997-02-24,80909,Medium,2.36
Value,USD,3970000000.0,2.06,4,2003-08-27,113192,Large,11.48
Blend,USD,301450000.0,2.09,3,2007-08-28,175256,Large,9.88
Blend,USD,119640000.0,2.87,4,1990-08-30,161360,Medium,5.77
Blend,USD,7080000.0,2.58,0,2016-08-21,105542,Large,11.83
Value,USD,7150000000.0,2.14,4,2010-02-28,185111,Large,10.94
Blend,USD,252850000.0,1.82,,1996-03-31,42065,Large,2.19
Growth,USD,1310000000.0,0.06,2,1982-05-27,188711,Large,10.44
Blend,USD,12710000.0,0.87,1,2015-02-08,246644,Large,11.48
Growth,USD,137150000.0,0.55,3,2014-03-31,161207,Large,16.29
Blend,USD,1070000000.0,2.62,3,2017-01-02,186002,Large,9.9
Growth,USD,5340000000.0,0.0,5,1987-11-17,78173,Large,20.88
,USD,403490000.0,5.12,,2013-02-24,186596,,12.19
Blend,USD,158970000.0,3.22,5,1989-09-11,94238,Medium,2.92
Value,USD,1080000000.0,2.16,3,1994-08-01,78641,Large,9.57
Blend,USD,7360000000.0,0.71,2,2002-10-31,113417,Large,9.67
Blend,USD,247820000.0,1.1,4,2009-07-05,129500,Large,9.65
Growth,USD,1350000000.0,1.32,3,2017-04-09,40643,Large,13.04
,USD,76760000.0,0.58,4,2012-07-01,57518,,0.13
Blend,USD,8210000000.0,2.9,3,2001-08-15,233963,Medium,3.61
Blend,USD,227040000.0,2.41,3,1998-11-03,171782,Large,2.18
Growth,USD,2090000000.0,0.05,5,2015-06-28,36476,Large,22.89
Growth,USD,679220000.0,0.0,2,2016-04-11,36647,Medium,15.28
Blend,USD,1120000000.0,2.76,2,2007-09-27,141443,Large,2.76
Blend,USD,1830000000.0,2.5,2,1993-10-03,225152,Medium,3.92
Growth,USD,5850000000.0,0.54,4,2009-04-06,94994,Large,14.49
Growth,USD,1150000000.0,0.87,4,2006-05-14,129707,Large,15.16
Blend,USD,1690000000.0,0.0,3,1997-08-14,104903,Large,12.81
Growth,USD,411840000.0,3.52,3,1997-07-27,57041,Medium,2.62
Value,USD,409810000.0,2.5,2,1995-04-30,88550,Medium,2.31
Value,USD,110390000.0,4.4,4,2013-11-10,201410,Small,3.73
Growth,USD,71000000.0,0.0,4,2008-04-29,59075,Large,22.17
Blend,USD,3950000000.0,3.37,,2017-07-31,87173,Medium,2.79
Blend,USD,52050000.0,2.08,3,2015-03-01,228698,Large,10.83
Growth,USD,432140000.0,0.0,2,2000-05-23,214703,Large,33.97
Blend,USD,124880000.0,3.32,2,2017-02-27,108368,Large,6.67
Growth,USD,509120000.0,0.0,,1994-02-27,252341,Large,18.74
Growth,USD,764120000.0,2.69,,2001-02-28,199943,Large,6.52
Blend,USD,953910000.0,1.7,3,2008-03-09,122867,Large,8.11
Value,USD,3660000000.0,3.43,2,1998-01-08,101537,Large,10.8
Blend,USD,73380000.0,0.0,,2007-03-28,38249,Small,15.85
Growth,USD,321260000.0,1.56,4,2013-08-19,237131,Large,9.09
Blend,USD,616830000.0,1.69,,2015-01-29,71000,Medium,10.98
,USD,302950000.0,2.39,,1997-08-14,104417,,1.95
Growth,USD,3770000000.0,1.76,3,2012-02-29,134711,Large,12.76
Blend,USD,12820000.0,2.54,1,2012-11-18,62765,Large,-8.16
Blend,USD,1960000000.0,2.19,4,1998-05-04,200312,Medium,15.99
Value,USD,28060000.0,3.51,2,2010-12-30,115028,Medium,9.64
Growth,USD,793790000.0,0.0,3,2017-04-03,145448,Medium,19.98
Value,USD,3950000000.0,3.33,2,2003-08-14,82655,Large,9.31
Growth,USD,10150000.0,1.81,1,2015-05-03,72521,Medium,3.56
Blend,USD,5290000000.0,2.37,3,1996-01-30,183509,Medium,3.13
Blend,USD,393100000.0,2.54,2,2015-09-29,123029,Small,2.68
Value,USD,231100000.0,2.87,5,2010-12-05,218141,Medium,1.06
Blend,USD,138910000.0,3.64,4,2017-07-31,161729,Medium,2.78
Blend,USD,248070000.0,2.83,4,1989-10-22,201113,Medium,2.61
Growth,USD,102800000.0,0.07,3,2017-03-05,111536,Large,14.59
Blend,USD,219690000.0,1.75,3,2007-04-01,200789,Large,12.15
Blend,USD,1320000000.0,1.36,4,2003-09-29,72935,Large,10.9
Value,USD,129800000.0,2.03,2,2014-12-30,51227,Large,6.45
Blend,USD,156520000.0,0.0,3,2001-06-28,68660,Medium,12.9
Blend,USD,635260000.0,2.24,,2012-07-01,133442,Large,11.4
Growth,USD,25280000.0,1.73,3,2010-03-30,194858,Large,13.07
Growth,USD,626080000.0,0.0,,2011-10-16,102788,Small,13.65
Blend,USD,68180000.0,2.84,1,1999-11-07,250289,Large,5.95
Growth,USD,181650000.0,0.0,3,2006-12-04,108989,Large,11.72
Blend,USD,199520000.0,9.47,3,2010-05-27,111689,Large,7.74
Value,USD,47830000.0,2.2,0,2016-03-31,56375,Large,13.88
