10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,fund_id,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category
0.95,,,,,0.01,,,edc8c7db-ca05-44e3-9a99-afe1f0f8be98,0.01,0.08,0.0,-0.02,0.01,0.12,,11.71
0.91,,,,,0.01,,,4b19ab97-3747-4e38-9273-813aa66585eb,0.0,0.04,0.0,-0.0,0.01,0.05,,5.69
0.91,1.14,0.13,96.12,4.23,0.01,1.11,4.39,1d897aaa-89b4-43f7-9999-b1bddc29f989,0.0,0.04,5.33,-0.0,0.01,0.05,0.44,5.69
0.53,0.53,-1.72,62.24,4.48,0.01,1.24,1.86,7f5853b7-015b-4dd8-b681-f4d8e27956ca,0.0,0.02,2.75,-0.01,0.01,0.04,0.24,3.01
0.71,0.91,3.0,72.52,16.25,0.01,0.99,14.58,895b79b8-8be6-42c9-b0a7-8f2ae761c384,0.01,0.13,14.94,0.02,0.01,0.16,1.27,13.14
0.94,1.16,-0.44,99.99,12.69,0.01,1.0,14.97,7a060069-2433-4eb2-a862-32cf02013ebe,0.01,0.14,15.42,-0.01,0.01,0.13,1.27,14.54
0.28,1.7,2.56,61.6,3.2,0.01,0.89,6.29,e1572a65-0458-4c80-b264-8332d8a47d5f,0.0,0.11,6.04,0.01,0.01,0.06,0.49,3.95
0.81,0.72,-1.3,87.42,3.63,0.01,1.19,2.18,74538499-b9ea-4042-b906-366103cc2b0b,0.0,0.03,3.04,-0.01,0.01,0.03,0.26,2.53
0.76,0.82,-4.26,79.58,17.21,0.01,1.21,11.16,fd7d4964-0f62-460e-a41d-16a83e0a121b,0.01,0.12,13.96,-0.03,0.01,0.17,1.22,14.67
0.97,,,,,0.01,,,bdfa698e-93e2-479d-90b2-bad5a5761431,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.94,0.96,-2.92,91.29,15.66,0.01,1.18,12.54,2e26e137-241f-4238-bf3e-ed4046a257e0,0.01,0.14,15.24,-0.01,0.01,0.13,1.29,14.54
0.97,,,,,0.01,,,280191e8-923b-47fd-befe-50418ed14f1a,0.01,0.08,0.0,-0.01,0.01,0.1,,10.25
0.94,0.95,-0.74,96.04,4.62,0.01,1.22,3.63,577f68ef-1edd-45fe-b969-b10236439521,0.0,0.04,4.85,-0.01,0.01,0.04,0.41,4.13
0.9,,,,,0.01,,,4e50bc83-bd81-489f-af7e-7f51781c3d0f,0.01,0.14,0.0,-0.02,0.01,0.13,,13.68
0.89,0.95,-1.25,96.0,8.89,0.01,1.07,7.83,0cc65cec-9e26-4298-8a1f-dde30c29376d,0.01,0.07,8.84,-0.02,0.01,0.1,0.74,8.38
0.82,,,,,0.01,,,9c319f7e-9283-4898-b335-e2bc2cde188e,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.81,1.18,0.74,85.21,4.76,0.01,0.54,10.51,2523ef2c-68aa-472e-bf72-918f2dcf91bf,0.01,-0.14,6.15,0.01,0.0,0.05,0.51,6.24
0.88,,,,,0.01,,,f0e040ed-249c-4826-afa4-3406eaae4241,0.01,0.12,0.0,0.03,0.01,0.16,,11.52
0.53,0.66,-1.12,62.52,4.36,0.01,1.21,2.33,492e6b13-be4a-49c8-aaef-b059f92eefb8,0.0,0.02,3.27,-0.01,0.01,0.04,0.28,3.01
0.97,0.94,-1.98,97.04,12.88,0.01,1.56,7.67,a2d017a5-d267-4432-b47c-8ca2b524a631,0.01,0.08,12.41,-0.02,0.02,0.12,1.05,12.09
0.73,0.85,-3.79,82.1,16.27,0.01,1.16,11.52,f1139455-b25f-4bdb-903f-1130e43c6ed1,0.01,0.11,13.84,-0.04,0.01,0.18,1.2,14.12
0.94,0.56,-0.18,95.24,15.29,0.01,0.95,8.18,3e4aee3f-735d-495b-a38e-5101177fd4e6,0.01,0.08,8.2,-0.0,0.01,0.16,0.76,8.43
0.94,0.55,-0.23,91.62,15.56,0.01,0.95,8.08,90acafad-5d8b-450d-9e46-27e18ef9f24f,0.01,0.08,8.09,-0.0,0.01,0.16,0.75,8.43
0.44,0.82,5.48,51.43,13.64,0.01,0.62,17.49,9dc5acaf-4f7a-48ab-946c-a706e2c30f0b,0.01,0.17,11.31,0.05,0.01,0.14,0.97,10.3
0.54,,,,,-0.0,,,319d94d0-92c4-456b-b17f-649c7b768616,-0.0,-0.05,0.0,-0.04,0.01,0.09,,-2.76
0.82,1.13,0.75,81.68,15.0,0.01,1.07,16.08,e108e3e5-31b5-4550-8130-9fa18c2bf88e,0.01,0.14,17.61,-0.02,0.01,0.16,1.45,15.7
0.73,,,,,0.01,,,ea078ffd-ac1f-4e60-8afd-a6210381fc5c,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.82,1.17,0.73,86.97,14.41,0.01,1.06,16.13,a2a52b7d-4925-4fce-a7f3-b14fd76fc0d1,0.01,0.14,17.52,-0.02,0.01,0.16,1.44,15.7
0.88,1.24,1.85,85.11,13.87,0.01,1.01,17.44,611a0898-3161-468a-92a9-f6fa82ad97e1,0.01,0.15,18.03,-0.01,0.01,0.14,1.47,15.94
0.94,,,,,0.01,,,75bcefdd-adb6-475c-a7ef-74b5badd3201,0.01,0.09,0.0,-0.0,0.01,0.08,,9.23
0.76,,,,,0.01,,,26b5349c-673f-4a74-9b9f-94de5442f387,0.01,0.12,0.0,-0.03,0.01,0.17,,14.67
0.13,,,,,0.01,,,8910fb35-9780-443d-a508-0d8dfef2366f,0.0,0.21,0.0,0.01,0.0,0.01,,1.6
0.68,1.2,7.16,75.44,15.59,0.01,0.97,19.6,d46b0bd3-7d4e-462d-8b9b-f46c07a4e458,0.02,0.18,19.52,0.06,0.01,0.18,1.6,18.72
0.95,,,,,0.01,,,8f237f08-d576-4776-9cd8-9eaff95e75d4,0.01,0.08,0.0,-0.02,0.01,0.12,,12.02
0.29,0.64,1.22,39.96,11.72,0.01,0.53,13.37,23de03e9-2606-48d2-bf81-9e4ca39f5a6a,0.01,0.3,7.56,0.07,0.0,0.11,0.67,12.25
0.06,,,,,0.01,,,240751f6-0dcc-47c6-bf29-604039c09005,0.01,0.16,0.0,0.1,0.01,0.1,,13.08
0.93,1.03,-0.73,96.97,10.88,0.01,1.32,8.48,a05874d2-0f98-48a6-b000-920083415e2b,0.01,0.08,11.62,-0.01,0.01,0.11,0.97,11.09
0.07,,,,,0.01,,,36161a1a-3954-488f-aaa6-940142de5d6d,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.73,0.93,-2.28,77.62,17.97,0.01,1.25,13.04,ff7efcb4-032d-48db-b5f9-68fd5f12b00a,0.01,0.13,16.73,-0.02,0.01,0.18,1.43,16.24
0.91,1.1,0.33,88.89,6.33,0.01,0.74,9.56,6366b96a-3894-4426-ae86-fe04c12ee2cd,0.01,0.1,7.48,0.0,0.01,0.07,0.62,7.87
0.94,0.71,-5.95,79.03,16.87,0.01,1.18,9.49,c8f316c2-4127-47e4-a236-f947d5b44e7e,0.01,0.14,11.67,-0.01,0.01,0.13,1.04,14.54
0.92,1.32,4.32,58.73,9.2,0.01,0.87,14.35,cba3d59b-0b45-4aac-912b-517b8a8cb429,0.01,0.09,12.91,-0.0,0.01,0.09,1.05,9.98
0.07,0.62,2.1,9.1,7.64,0.01,0.81,5.67,bb5f947f-5a9a-441a-90dc-969dc23124eb,0.0,0.14,5.04,0.04,0.0,0.04,0.44,4.99
0.92,0.87,-1.66,92.98,8.34,0.01,0.99,7.27,c04f2c1b-5c5f-473a-9705-bd1c66b38840,0.01,0.09,7.65,-0.0,0.01,0.09,0.65,9.98
0.94,,,,,0.01,,,384cd69e-6d13-4a95-85a9-34657ed98676,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.63,,,,,0.01,,,9c7c8fe2-6d76-4704-b7cc-d44c14c02b58,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.08,0.06,-5.08,5.66,34.77,0.0,0.59,-6.44,e424fd8f-067d-40e4-a5c0-370e72c98ed4,0.0,-0.05,-3.38,-0.06,0.01,0.34,0.2,-2.95
0.82,1.05,-0.48,82.0,15.09,0.01,1.08,14.74,ca58e0f9-90be-4954-ab7d-3d8d70272c1d,0.01,0.14,16.32,-0.02,0.01,0.16,1.36,15.7
0.01,-0.27,-2.71,2.58,5.9,0.0,0.33,-5.32,00205233-bcf1-4ebc-a536-f2aeac85c803,0.0,-0.1,-1.33,0.01,0.0,0.04,-0.1,1.48
0.87,0.99,-0.56,92.06,7.53,0.01,0.89,8.4,93e5e7c5-7f19-4f05-9ca3-3ae077e08942,0.01,0.1,7.92,0.01,0.01,0.05,0.66,6.62
0.71,,,,,0.01,,,3c27e66d-dbef-42d9-9b95-33e89ce9d2d3,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.93,,,,,0.01,,,f95d2987-c2a0-4ea5-8b7e-d0a7cb5956e6,0.01,0.08,0.0,-0.01,0.01,0.11,,11.09
0.96,1.18,0.65,95.6,7.23,0.01,0.87,9.89,9d4c08a5-3b9d-4626-9426-36068a50e6d7,0.01,0.09,9.07,-0.0,0.01,0.08,0.75,8.81
0.92,0.91,0.09,61.88,4.7,0.01,0.99,4.32,628113e8-1acc-49ce-aea3-334eb8c1a8f9,0.0,0.04,4.73,-0.01,0.01,0.04,0.4,4.22
0.39,1.21,0.93,30.83,1.6,0.01,0.32,6.28,7a3abaab-c407-4dfe-939c-633b31ddeea4,0.0,0.04,2.43,0.01,0.0,0.02,0.2,2.7
0.88,1.09,-0.3,85.48,15.48,0.01,1.13,15,753a8683-48db-4309-9383-2e2f03e7dd0c,0.01,0.15,17.35,-0.01,0.01,0.14,1.44,15.94
0.97,,,,,0.01,,,22dda1cf-4b13-44ee-b9c8-5de0ed705986,0.01,0.08,0.0,-0.02,0.02,0.13,,12.71
0.97,,,,,0.01,,,067e115a-ef5c-4860-ae70-fc1d46f3537b,0.01,0.08,0.0,-0.01,0.01,0.1,,10.25
0.0,1.18,4.89,69.78,28.01,0.0,1.84,18.18,faadc25f-4a07-4fea-b15f-975d71b9b5e2,0.0,0.0,33.95,0.0,0.0,0.0,2.78,0.0
0.13,,,,,0.01,,,65e3cb83-5368-477e-b4df-335c443dd0c5,0.0,0.21,0.0,0.01,0.0,0.01,,1.6
0.92,1.11,0.07,93.37,4.34,0.01,1.13,4.34,d3e98d61-15d0-4c7c-8db7-c27a2e677040,0.0,0.04,5.33,-0.0,0.01,0.05,0.44,5.05
0.95,,,,,0.01,,,5a268c76-f339-4996-bc99-65ee5fc3bb3f,0.01,0.08,0.0,-0.01,0.01,0.1,,10.79
0.73,0.78,-4.58,75.55,17.28,0.01,1.18,10.71,ddca2ac9-c9e0-4eaa-822d-be9d183177e2,0.01,0.13,13.11,-0.02,0.01,0.18,1.16,16.24
0.73,0.81,-4.52,77.75,18.32,0.01,1.27,11.07,4a38aeb7-cca1-4ad7-9d24-1bc88274f2ab,0.01,0.11,14.55,-0.04,0.01,0.18,1.28,14.12
0.97,,,,,0.01,,,2adc4e55-1687-4e47-b539-c11641110905,0.01,0.08,0.0,-0.01,0.01,0.1,,10.25
0.88,0.86,-3.81,86.35,15.3,0.01,1.12,11.45,dd234091-9906-4e65-81f9-ea46cfaeaa9a,0.01,0.15,13.28,-0.01,0.01,0.14,1.14,15.94
0.91,,,,,0.01,,,d77b79ed-9cdc-4b7e-8964-441d77f6aae2,0.01,0.1,0.0,0.0,0.01,0.07,,7.87
0.0,,,,,0.0,,,635a5f5a-fa28-4edd-a7b0-ade11f1c4a61,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.63,0.62,-5.24,81.62,13.78,0.01,1.53,5.2,bca4e6fe-70d3-45ac-981c-d5941315812e,0.0,0.06,8.42,-0.01,0.01,0.07,0.75,4.77
0.94,1.0,-0.84,98.39,8.57,0.01,1.05,8.23,147eaa50-e373-4795-a21c-3f9d7866755a,0.01,0.09,9.06,-0.0,0.01,0.08,0.76,9.23
0.92,1.06,-0.17,93.97,9.11,0.01,1.09,8.91,fcad1622-19e8-4565-bed4-0d34e5489718,0.01,0.09,10.13,-0.0,0.01,0.09,0.84,9.98
0.88,1.05,-1.39,90.25,15.15,0.01,1.13,13.97,730dcdcf-4504-49d8-8ed0-3616ee93041d,0.01,0.15,16.27,-0.01,0.01,0.14,1.36,15.94
0.75,,,,,0.01,,,b75476ab-a542-4adf-8cdc-05cb2e0b8800,0.01,0.05,0.0,0.01,0.01,0.06,,7.43
0.73,,,,,0.01,,,48b1cdb0-318d-45da-ab1f-61cf6993d076,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.68,1.06,6.22,62.25,16.29,0.01,0.92,18.59,91e9b175-cb21-446e-985a-be18d452ed6b,0.02,0.18,17.61,0.06,0.01,0.18,1.47,18.72
0.0,,,,,0.0,,,33aef61c-ef28-486d-917f-ef39d253063b,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0.54,,,,,0.01,,,8ff32780-efd6-415d-9075-c4eda712e81f,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.91,1.38,1.77,83.92,4.92,0.01,0.56,12.44,12d55574-3bee-4aaa-839c-8cc297765691,0.01,0.1,7.37,0.0,0.01,0.07,0.6,7.87
0.95,0.97,-1.57,96.57,12.65,0.01,1.53,7.93,36439e1f-7cb7-4dd0-b167-01663b9a01ee,0.01,0.08,12.57,-0.02,0.01,0.12,1.06,11.71
0.75,0.91,-0.7,99.7,2.85,0.01,1.0,2.6,8b5f05f2-0bbc-4731-882b-7b000b9ab364,0.0,0.05,3.05,0.01,0.01,0.03,0.25,4.56
0.9,0.87,-3.92,88.06,15.55,0.01,1.15,11.45,88d59ead-07f6-470f-94da-8fa7e483fec3,0.01,0.14,13.62,-0.02,0.01,0.13,1.17,13.68
0.93,0.98,-0.35,95.76,2.76,0.01,0.73,3.77,55c0f189-929d-493c-8c3e-21d965d07974,0.0,0.04,3.19,-0.01,0.01,0.03,0.27,3.53
0.94,,,,,0.01,,,0eb70593-de51-4f0d-a90f-cec306f055ae,0.01,0.08,0.0,-0.0,0.01,0.16,,8.43
0.93,1.07,-0.16,96.98,3.36,0.01,0.89,4.09,05d205d2-79c4-4d8c-9cb7-ebbefa387dbb,0.0,0.04,4.08,-0.0,0.01,0.04,0.34,4.08
0.92,,,,,0.01,,,e14528cf-52bf-4d29-a329-200e89b60686,0.01,0.09,0.0,-0.0,0.01,0.09,,9.98
0.88,1.03,-1.26,86.85,14.87,0.01,1.09,14.0,28d72c60-62cb-4319-a24a-0a5bbd435f64,0.01,0.15,15.72,-0.01,0.01,0.14,1.32,15.94
0.88,1.41,4.49,80.39,13.41,0.01,0.95,20.76,50f0f1e4-197a-40e9-999c-e8dfd9feaff8,0.01,0.15,20.1,-0.01,0.01,0.14,1.61,15.94
0.97,,,,,0.01,,,a1ec1ae9-44ba-49fb-b0bd-f1825433262c,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.91,,,,,0.01,,,4b56be2c-6dd7-4d0d-949d-6a3e8668b988,0.01,0.1,0.0,0.0,0.01,0.07,,7.87
0.91,0.7,2.35,88.64,15.95,0.01,0.95,10.96,14cb0b1e-d786-4e95-a589-7fd14d52128a,0.01,0.1,10.9,0.02,0.01,0.15,0.97,9.97
0.9,1.02,-1.84,93.62,13.2,0.01,1.01,13.33,4c0d72bb-a0ff-41f8-a234-2dc486019416,0.01,0.14,13.88,-0.02,0.01,0.13,1.16,13.68
0.82,,,,,0.01,,,ed5ff3d7-4fd9-4492-9dd8-2f76b58a1f20,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.91,1.05,-0.21,95.39,3.6,0.01,0.94,4.03,fbad0414-be64-4257-9ef1-cd34817ee7c1,0.0,0.04,4.25,-0.0,0.01,0.04,0.35,4.6
0.75,1.33,1.86,69.8,4.88,0.01,1.1,6.03,c955de2a-a328-497b-a22a-f9f491beab9a,0.01,0.05,7.05,0.01,0.01,0.06,0.58,7.43
0.07,,,,,0.01,,,867b6fed-ae70-43b5-aba3-26bc28c2730d,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.94,1.08,-1.35,97.9,12.96,0.01,1.01,13.93,585caf5a-5444-45c1-b76c-603ab3eb7117,0.01,0.14,14.52,-0.01,0.01,0.13,1.21,14.54
0.9,0.87,-3.77,90.58,13.91,0.01,1.04,11.3,79401782-fc6c-4ff2-ac0c-74821266508b,0.01,0.14,12.25,-0.02,0.01,0.13,1.05,13.68
0.95,,,,,0.01,,,7a1aabc1-f92f-40b7-ba19-7c39cd720c65,0.01,0.08,0.0,-0.01,0.01,0.1,,10.79
0.9,1.39,2.81,84.57,9.6,0.01,0.7,19.82,6883032e-b203-45aa-96fd-e85936c27fa0,0.01,0.14,14.25,-0.02,0.01,0.13,1.15,13.68
0.85,,,,,0.01,,,48c235f2-ec3b-4558-b2a9-ca2fd9aa549a,0.01,0.13,0.0,-0.03,0.01,0.15,,14.51
0.84,0.85,3.65,78.42,11.22,0.01,0.63,14.73,8b96f918-fd81-4f77-91e8-ee14e5a76dd3,0.01,0.14,9.75,0.04,0.01,0.14,0.83,11.79
0.46,0.87,5.39,47.05,18.76,0.01,0.92,17.11,87c9449b-6c50-4ca1-a435-ac00556db991,0.01,0.19,16.27,0.07,0.01,0.18,1.4,17.24
0.03,1.26,8.26,3.17,7.84,0.01,0.49,20.53,ef89ca3e-ce65-4a5f-8407-9eb0c76aca92,0.01,0.23,10.5,0.08,0.0,0.07,0.86,9.49
0.46,,,,,0.01,,,8bd8cdb8-1f69-4dc5-a161-3308aeab0580,0.01,0.19,0.0,0.07,0.01,0.18,,17.24
0.07,1.17,2.22,9.68,2.73,0.01,0.3,10.82,800aa8e7-f260-4712-8973-d58661229766,0.0,0.14,3.67,0.04,0.0,0.04,0.3,4.99
0.84,0.62,1.11,87.73,15.08,0.01,0.9,9.67,e845f23b-14c6-48a8-a374-879cb8a2397d,0.01,0.14,9.12,0.04,0.01,0.14,0.82,11.79
0.97,0.89,-2.51,97.38,12.13,0.01,1.47,7.19,a4dedc0a-78a0-4b28-a0b3-413a6cc7712b,0.01,0.08,11.04,-0.02,0.01,0.12,0.94,11.53
0.73,,,,,0.01,,,f7153239-df2d-4e9b-8329-ec30d370c29b,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.53,,,,,0.01,,,51ec98d2-f50f-4c27-9669-da2c44823b27,0.0,0.02,0.0,-0.01,0.01,0.04,,3.01
0.88,1.03,-0.69,80.24,16.18,0.01,1.14,14.53,a079742b-5e6a-4c03-9297-8841203d6425,0.01,0.15,17.04,-0.01,0.01,0.14,1.43,15.94
0.06,1.34,11.45,6.28,10.86,0.01,0.96,15.74,365c32ae-8a30-44b2-94e9-3bb52fbfedfd,0.01,0.16,15.49,0.1,0.01,0.1,1.25,13.08
0.88,1.09,-0.2,85.24,14.6,0.01,1.06,15.09,053f29e9-bcba-4d6c-901f-fe4e7059b5a0,0.01,0.15,16.47,-0.01,0.01,0.14,1.37,15.94
0.82,,,,,-0.0,,,6f7a1403-beaf-4ba5-97cc-78dd3f11a7e6,-0.0,-0.05,0.0,-0.02,0.01,0.15,,-3.06
0.92,1.12,0.33,95.68,9.21,0.01,1.11,9.41,c5a022fc-5514-4a7d-b496-1a9fd2f145b4,0.01,0.09,10.89,-0.0,0.01,0.09,0.9,9.98
0.75,,,,,0.01,,,6663a83e-1004-4202-88bb-20c2fa773837,0.01,0.14,0.0,0.04,0.01,0.17,,12.77
0.82,1.09,-0.57,89.15,14.45,0.01,1.08,14.75,e24cc1d7-7333-480b-9c5d-e46078022fef,0.01,0.14,16.31,-0.02,0.01,0.16,1.35,15.7
0.9,0.91,-3.46,95.92,13.31,0.01,1.03,11.63,805c01ae-e31a-4dc2-93b0-adac8dad0b79,0.01,0.14,12.4,-0.02,0.01,0.13,1.05,13.68
0.94,,,,,0.01,,,8fcd2962-3a67-4b0a-9445-92afde188d66,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.88,1.02,-1.52,86.48,15.62,0.01,1.14,13.78,7a5678f4-e8b2-41e2-881c-87af483645d3,0.01,0.15,16.21,-0.01,0.01,0.14,1.36,15.94
0.9,1.02,-2.03,92.14,15.88,0.01,1.2,13.45,4c6f9019-15e3-44a3-aac9-6059f17fc79a,0.01,0.14,16.61,-0.02,0.01,0.13,1.39,13.68
0.94,1.14,-0.71,99.99,12.65,0.01,1.0,14.66,81ca1773-0a7b-4aa8-8562-59cf0e1dd5a3,0.01,0.14,15.06,-0.01,0.01,0.13,1.24,14.54
0.84,0.81,4.56,80.92,16.47,0.01,0.94,13.49,6ac7fe99-7e06-4115-a4ba-b36758745e64,0.01,0.14,13.15,0.04,0.01,0.14,1.15,11.79
0.08,0.02,-4.91,5.07,28.5,0.0,0.46,-7.29,111cda61-06b9-462c-af81-c6343e80816c,0.0,-0.05,-2.91,-0.06,0.01,0.34,0.09,-2.95
0.07,,,,,0.01,,,4d68b64f-9ad5-4fe1-8b9c-80f5ba62ce9c,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.63,0.94,1.48,38.36,5.74,0.01,0.44,12.39,9bc94e20-1369-4932-9d8a-13a23e23af95,0.0,0.06,5.87,-0.01,0.01,0.07,0.49,4.77
0.73,0.75,-3.9,66.86,16.9,0.01,1.09,10.93,2ec440a3-1321-4fad-8be2-40bcdbb84287,0.01,0.11,12.36,-0.04,0.01,0.18,1.09,14.12
0.84,,,,,0.01,,,756b6488-8c74-46f3-acca-855c0e4f49de,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.94,0.98,-1.1,97.68,9.51,0.01,1.16,8.06,faec8162-1526-460e-a246-4cd0d95353f3,0.01,0.09,9.78,-0.0,0.01,0.08,0.82,9.23
0.76,0.77,-4.88,83.08,15.36,0.01,1.1,10.26,cd027da1-ac45-4a65-b2ec-f4732027eecc,0.01,0.12,11.77,-0.03,0.01,0.17,1.03,14.67
0.73,,,,,0.01,,,32c98de4-47b6-403a-8bf1-62d4013a7f5e,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.75,0.72,3.18,78.77,16.22,0.01,0.92,11.94,1d8725e1-5fce-4a07-b038-e883a6d300d0,0.01,0.14,11.37,0.04,0.01,0.17,1.01,12.77
0.39,1.21,1.9,17.95,2.61,0.01,0.39,8.24,748c3f7d-e2d8-4f67-92ce-8cbc06598fa2,0.0,0.04,3.66,0.01,0.0,0.02,0.3,2.7
0.94,1.1,-1.08,98.12,12.98,0.01,1.01,14.24,97d6d9d3-16c2-4802-979b-91c93a0b6ed3,0.01,0.14,14.89,-0.01,0.01,0.13,1.23,14.54
0.65,1.06,5.05,77.84,16.19,0.01,1.03,16.82,81a33265-55e6-4352-8979-3b82bd19ef60,0.01,0.17,17.71,0.05,0.01,0.18,1.47,17.16
0.76,,,,,0.01,,,73873da0-ca91-4216-92b3-f85e24defe20,0.01,0.12,0.0,-0.03,0.01,0.17,,14.67
0.85,0.95,-2.7,87.11,16.33,0.01,1.2,12.74,32ed5fd0-8fde-4976-b6b3-a372796b4c05,0.01,0.12,15.77,-0.03,0.01,0.16,1.34,14.46
0.92,0.9,-0.84,97.0,3.81,0.01,1.01,3.4,ab4743c4-4b1a-4beb-b1bf-f821fa77d882,0.0,0.04,3.87,-0.01,0.01,0.04,0.32,4.22
0.9,1.2,1.27,81.14,10.27,0.01,0.73,17.22,dfa06d87-7948-4d17-aacf-5fa60186ac0c,0.01,0.14,13.01,-0.02,0.01,0.13,1.07,13.68
0.53,0.1,-0.65,39.17,1.04,0.01,0.23,0.42,4f26450d-263b-448f-9882-555c55c5396f,0.0,0.02,0.54,-0.01,0.01,0.04,0.05,3.01
0.07,1.02,2.04,3.14,2.46,0.01,0.16,16.54,0b8558d5-1da0-42bf-a552-b6952e0e161d,0.0,0.14,3.01,0.04,0.0,0.04,0.25,4.99
0.68,1.07,6.29,68.5,17.16,0.01,1.02,18.05,b8cf45d0-9816-485b-8325-b0099ecd7f70,0.02,0.18,18.85,0.06,0.01,0.18,1.57,18.72
0.82,0.3,-3.16,83.42,17.56,0.01,1.06,3.55,3fbcfc5e-aacd-4aba-ac77-5ac1fa200488,0.01,0.14,4.16,-0.02,0.01,0.16,0.47,15.7
0.71,,,,,0.01,,,94eb3615-9849-431a-972e-b0fc07337ea0,0.01,0.13,0.0,0.02,0.01,0.16,,13.14
0.73,,,,,0.01,,,0cf0209a-5faa-40d5-aee1-a0b6afe4d072,0.01,0.11,0.0,-0.04,0.01,0.18,,14.12
0.92,,,,,0.01,,,185951a8-ff09-4649-8f2f-45ef684899fb,0.0,0.04,0.0,-0.0,0.01,0.05,,5.05
0.73,0.85,-4.09,84.44,16.36,0.01,1.18,11.34,cf5c02f6-1446-4302-a914-b1089bae9041,0.01,0.11,13.89,-0.04,0.01,0.18,1.2,14.12
0.94,,,,,0.01,,,2fe7faae-01de-4048-a7a2-ce6844933c88,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.85,0.99,-1.98,87.33,15.33,0.01,1.13,13.33,8b849284-f924-46d3-ae45-cc324bc67b1c,0.01,0.13,15.5,-0.03,0.01,0.15,1.31,14.51
0.97,,,,,0.01,,,b42b5317-252c-4547-a146-410b74a27f72,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.63,0.93,0.12,65.23,3.98,0.01,0.4,9.33,f42b30fc-aecf-4db7-b0cb-bf3c1a85d793,0.0,0.06,4.15,-0.01,0.01,0.07,0.35,4.77
0.82,0.48,-0.87,80.62,19.3,0.01,1.1,7.11,425cbf94-cc80-4dc9-92d0-8b92ea237baf,0.01,0.08,8.27,-0.0,0.01,0.19,0.82,8.92
0.82,-0.67,-7.14,27.25,10.63,-0.0,0.34,-21.58,aaf2287c-07fc-4e2d-9029-050fad55a30f,-0.0,-0.05,-6.97,-0.02,0.01,0.15,-0.55,-3.06
0.21,1.25,5.3,4.2,5.18,0.01,0.37,17.7,745eec68-e540-4426-83b0-81d60f2b4938,0.01,-0.02,7.07,0.04,0.01,0.05,0.58,6.69
0.87,,,,,0.01,,,55404a1b-0996-47b4-9244-177dd8b7ee38,0.01,0.1,0.0,0.01,0.01,0.05,,6.62
0.53,,,,,0.01,,,efb90578-ef2b-4d96-869c-5cf932adab72,0.0,0.02,0.0,-0.01,0.01,0.04,,3.01
0.82,,,,,0.01,,,29bbece1-05f6-43de-b6c2-e0a19c3a2752,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.92,0.99,-0.52,97.06,4.1,0.01,1.08,3.77,884ca2df-8244-4ed4-ba2f-b28999110d13,0.0,0.04,4.53,-0.01,0.01,0.04,0.38,4.22
0.92,,,,,0.01,,,08d0565d-bd00-4862-93c7-98cb460bf13b,0.01,0.09,0.0,-0.0,0.01,0.09,,9.98
0.53,,,,,0.01,,,c861398e-79dd-46cb-81d9-25187c66ab18,0.0,0.02,0.0,-0.01,0.01,0.04,,3.01
0.39,,,,,0.01,,,ef8280d5-51f0-4f10-98f8-412defa3d382,0.0,0.04,0.0,0.01,0.0,0.02,,2.7
0.82,,,,,0.01,,,fae02db4-7a4b-4e0f-b81c-731ed0001fe2,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.9,0.9,-3.24,91.7,12.87,0.01,0.97,11.63,99a7c4f4-2c0f-4b2a-802f-18c7649ab1ee,0.01,0.14,11.75,-0.02,0.01,0.13,1.0,13.68
0.94,0.51,-0.6,86.37,15.71,0.01,0.93,7.58,dfc15414-aa07-4aae-bafb-bfe8e0d400a7,0.01,0.08,7.47,-0.0,0.01,0.16,0.7,8.43
