category,parent_company,fund_id,fund_name
Small Value,Victory,a545d7ea-b72b-4f20-8697-910829ec9417,Victory Sycamore Small Company Opportunity Fund Class A
Target-Date 2030,John Hancock,ffda20b7-d729-4e30-9ea4-c4e8f7411bc4,John Hancock Funds Multi-Index 2030 Lifetime Portfolio Class R6
World Bond,Hartford Mutual Funds,9db917cd-c735-4a88-af24-34d64279d228,The Hartford World Bond Fund Class R3
Muni National Interm,T. Rowe Price,f248d42e-4844-4666-8844-257247fbfe95,T. Rowe Price Summit Municipal Intermediate Fund Advisor Class
Commodities Broad Basket,MFS,7a2a78c6-0594-4fc5-83ad-bfeed98cc0c8,MFS Commodity Strategy Fund Class A
Large Growth,MainStay,5ca3e57b-e953-4c14-b51f-102e01d12e77,MainStay MacKay Growth Fund Class I
Large Blend,Janus Henderson,e0f27e35-7e85-4d67-8ed7-64d7ecb68fb6,Janus Henderson Growth And Income Fund Class A
Real Estate,Columbia,5b3ffc2f-2397-4229-8295-bbc80845dd08,Columbia Real Estate Equity Fund Class A
Small Blend,Royce,249e6dae-3750-43e0-9a1d-0f2ec4a0e220,Royce Micro-Cap Fund Investment Class
Real Estate,Voya,4e36690d-ef1d-4fbf-808f-872be1fc5c2d,Voya Real Estate Fund Class R6
India Equity,Eaton Vance,31972b04-37f5-4d7e-b537-3bde2b96b5da,Eaton Vance Greater India Fund Class B
Muni Single State Long,OppenheimerFunds,5a84562e-8f1a-463a-b7c3-b1bf6798a12f,Oppenheimer Rochester Arizona Municipal Fund
Foreign Large Growth,OppenheimerFunds,fe98ab64-d2d2-4e07-86aa-05fb7867e6c4,Oppenheimer International Diversified Fund Class C
Small Blend,Highland Funds,ee6d3f66-039d-47d2-828a-2ea3f7d34101,Highland Small-Cap Equity Fund Class Y
World Bond,American Century Investments,30fa1fc5-4db9-4bcb-80dd-bd0afc0baff3,American Century International Bond Fund I Class
Small Growth,Janus Henderson,6818dda9-b2f0-4792-be89-53c24632311d,Janus Henderson Venture Fund Class C
Target-Date 2015,Invesco,d54132e0-76e8-4f75-b52a-5d0ea3ed4a39,Invesco Peak Retirement 2015 Fund Class R
Large Value,Wilshire Mutual Funds,a6a017c0-ac3c-44b4-a490-9975a78a26a8,Wilshire Large Company Value Portfolio Fund Class Institutional
Foreign Large Value,Voya,bc3c870e-f783-4529-9f1a-f0a9f254b7c0,VY Templeton Foreign Equity Portfolio Class A
Intermediate Government,DWS,6f328a02-d290-4ca8-a299-f32d678dde1b,DWS GNMA Fund - Class R
Nontraditional Bond,Sierra Trust,b3a9cd22-2c4c-41be-87f8-1a0235e1c387,Sierra Tactical Core Income Fund Institutional Class
Target-Date 2030,Wells Fargo Funds,269dbfd8-3400-4fb2-9f95-56c32030e486,Wells Fargo Dynamic Target 2030 Fund Class A
Tactical Allocation,Goldman Sachs,1c1a84de-ea1e-4469-bb88-1838be6694f6,Goldman Sachs Growth and Income Strategy Portfolio Service Class
Long-Short Equity,Dunham Funds,269d37d4-7ab5-4288-a0da-605e061f1ace,Dunham Alternative Dividend Fund Class C
Allocation - 30% to 50% Equity,T. Rowe Price,3173828d-9b09-4403-9e26-e1c787d9304d,T. Rowe Price Personal Strategy Income Fund I Class
Target-Date 2025,Great-West Funds,a5753049-e931-4d1a-a64b-a01dcdb751d9,Great-West Lifetime 2025 Fund Investor Class
Diversified Emerging Mkts,Schroder,10b04abf-4311-409a-aba2-f0b5c7955884,Schroder Emerging Mkts Multi-Cp Eq Inv
Global Real Estate,Cohen & Steers,5e916204-810a-426d-a34e-d300111c2c91,Cohen & Steers International Realty Fund Class A
Technology,Nationwide,b3671668-a03f-4fcc-a479-57aa98cd69dc,Nationwide Bailard Technology and Science Fund Class C
Allocation - 30% to 50% Equity,Allianz Funds,12814e98-1a28-43f3-bc20-4b571c733318,AllianzGI Income & Growth Fund Class P
Muni New York Intermediate,Columbia,1e37d4d8-10e6-4ddd-bf21-eea473e47321,Columbia AMT-Free New York Intermediate Muni Bond Fund Advisor Class
Target-Date 2020,John Hancock,f5290892-a9a0-4a90-bb30-95a478055b11,John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R3
Mid-Cap Growth,Invesco,f8de190d-d430-489f-97ca-7bc4d427428d,Invesco Mid Cap Growth Fund Class Y
Allocation - 30% to 50% Equity,MassMutual,d2d4593b-74f2-4473-86c9-a463d3f220c5,MassMutual Select T. Rowe Price Retirement Balanced Fund Class M5
Target-Date 2030,BMO Funds,9fb2c82f-6be2-4247-9102-b43d54023633,BMO Target Retirement 2030 Fund Class R6
Small Growth,Wasatch,3a4c1370-dc8b-4205-b72f-67db9395e0f6,Wasatch Micro Cap Value Fund
Muni National Long,Pioneer Investments,a16a6e66-5db6-413b-b350-8f2daaf47198,Pioneer AMT-Free Municipal Fund Class C
Large Blend,Victory,d2269b29-d093-4aa2-8e3b-b3d9d870d66a,Victory Select I
Health,Eaton Vance,bea2afb7-0493-4a03-b7eb-2768997ccfb9,Eaton Vance Worldwide Health Sciences Fund Class I
World Large Stock,AllianceBernstein,1f107040-98ad-4288-9bc1-5255250352dc,AB Wealth Appreciation Strategy Class C
World Bond,SEI,81c8e74d-0ceb-4fe3-accf-e1ce8cc571c2,SEI Institutional International Trust International Fixed Income Fund Class Y
Small Blend,AMG Funds,4723d948-cb39-4c5b-80fe-5927fc7893f6,AMG River Road Small Cap Value Fund Class Z
Long Government,Vanguard,5ed4cb23-fa2f-4b3a-a3cc-833136079f56,Vanguard Extended Duration Treasury Index Fund Institutional Plus Shares
China Region,Franklin Templeton Investments,363e45e3-cd73-467c-98cd-ee3b018bb196,Templeton China World Fund Class C
Intermediate-Term Bond,Hartford Mutual Funds,bfa1ac26-dd46-4ae8-9719-9b9e30161da8,Hartford Quality Bond Fund Class A
Multialternative,Dreyfus,c9ef4f18-7dce-4da6-967f-bb2ca36c9718,Dreyfus Alternative Diversifier Strategies Fund Class C
Nontraditional Bond,Natixis Funds,bdd2c025-bdd6-4c9e-a903-3f120c859d56,Loomis Sayles Strategic Alpha Fund Class A
Diversified Emerging Mkts,Alger,6a21ff07-2317-41fc-937b-5d05e7754e66,Alger Emerging Markets Fund Class I
Technology,Dreyfus,8b798baf-e464-4539-9f6d-39f2fa0b7675,Dreyfus Technology Growth Fund Class C
Bank Loan,LEADER,45dafd28-813f-4193-baec-31b5eb917e79,Leader Capital Leader Floating Rate Fund Investor Shares
Mid-Cap Value,Allianz Funds,dc353b19-e54a-4ebc-93dd-c9b0f1e50122,AllianzGI NFJ Mid-Cap Value Fund Class R6
High Yield Bond,American Century Investments,d2823feb-e698-4d22-8642-361ea2dd0098,American Century High-Yield Fund Investor Class
World Large Stock,Eaton Vance,14ffbe76-1bf7-49f5-9a3a-0e2e861d4d71,Eaton Vance Hexavest Global Equity Fund Class A
Bank Loan,Pacific Funds Series Trust,497ddbc8-bf7e-4f8e-809c-49b3f0ba968d,Pacific Funds Floating Rate Income Fund Class C
Large Blend,MFS,e798af5e-2a66-49b1-b198-951e0ac3c92a,MFS Research Fund Class C
Muni National Interm,AllianceBernstein,0fa03e9d-0139-48bb-8dca-5627d2520511,AB Tax-Aware Fixed Income Portfolio Advisor Class
Long-Short Equity,Probabilities Fund,8815a94d-4507-4a92-b4a6-c0acd9a83464,Probabilities Fund Class C
Target-Date 2060+,MassMutual,2afdf0a5-acd1-49bb-955e-51c343a23e94,MassMutual RetireSMART by JPMorgan 2060 Fund Class R5
Large Blend,Lord Abbett,8fd7dfec-9e7b-4e11-b89e-911c41531150,Lord Abbett Calibrated Dividend Growth Fund Class R5
High Yield Bond,Macquarie Investment Management,58681bde-f1eb-41aa-b239-6f672b9931fa,Macquarie Pooled Trust High Yield Bond Portfolio
Mid-Cap Value,Transamerica,ab9f1702-6818-4097-998d-18986b82fc12,Transamerica Mid Cap Value Opportunities I3
Short-Term Bond,Putnam,5af24c49-3ef5-4672-b2cc-e909e193cd83,Putnam Short Duration Bond Fund Class R6
Allocation - 50% to 70% Equity,Scharf Investments,5537f329-3f6c-4c4a-9c9f-24e639ec0645,Scharf Multi-Asset Opportunity Fund Retail Class
Nontraditional Bond,JPMorgan,83f1bdb7-8579-4ed0-ab20-13ee714ddc41,JPMorgan Unconstrained Debt Fund Class R2 Shares
Muni Single State Long,Franklin Templeton Investments,250b7d56-17ef-4e24-81ed-ab7e408aefa7,Franklin Georgia Tax Free Income Fund Advisor Class
Allocation - 70% to 85% Equity,Fidelity Investments,210eca08-4fae-4c95-8ac0-882f9a182b3b,Fidelity Advisor Strategic Dividend & Income Fund Class C
Diversified Emerging Mkts,Principal Funds,acb1828d-b180-4579-b2f8-7b91d0dc6774,Principal International Emerging Markets Fund Class C
Large Blend,Selected Funds,d1297bd1-d01d-4aa0-966f-deb4d2344232,Selected American Shares Fund Class S
Target-Date 2015,Nationwide,c1411b7b-0553-4f64-9e15-3586bd0e2445,Nationwide Destination 2015 Fund Institutional Service Class
Emerging Markets Bond,Lord Abbett,8f75a6cb-61f3-420f-8285-809c6070c3a0,Lord Abbett Emerging Markets Bond Fund Class I
Foreign Large Growth,Harbor,ce0e19c3-e99d-4be6-80b6-00dbae39b38f,Harbor International Growth Fund Investor Class
Large Growth,Fidelity Investments,3f65588f-a22f-4193-a832-ced3f05d5baa,Fidelity Advisor Growth Opportunities Fund Class C
Mid-Cap Value,American Century Investments,cc45af9f-d021-4822-b08d-ba75f4635918,American Century Mid Cap Value Fund A Class
High Yield Bond,Rydex Funds,a783dca6-ac06-420d-b4d1-31c645d95261,Rydex High Yield Strategy Fund Class C
World Allocation,Voya,0e4cefa8-8a28-47db-bbee-85cc38855799,Voya Global Multi-Asset Fund Class A
Large Value,EquityCompass,46a6c212-d9a0-4569-b6a5-5b02c5877a3e,EquityCompass Quality Dividend Fund Class C
Short-Term Bond,SEI,028448ac-5241-4d1d-9217-3c4d36efb4aa,SEI Institutional Investments Trust Limited Duration Bond Fund Class A
Large Value,Federated,f2a3955a-381b-4144-9f7a-89d38cc57e2c,Federated MDT Large Cap Value Fund Class A
World Small/Mid Stock,American Century Investments,6cc81225-fa6d-483e-89f9-c9325708af0b,American Century Global Small Cap Fund Investor Class
Diversified Emerging Mkts,Wasatch,335de485-be88-49e6-ab7c-124e95b61f5e,Wasatch Emerging Markets Small Cap Fund Institutional Class
Foreign Large Growth,Fidelity Investments,fcc8e55c-44d6-475f-8ee3-ac3ffb046371,Fidelity Overseas Fund
Large Growth,Neuberger Berman,409981ab-7c28-47d1-8e26-2eda658ff08e,Neuberger Berman Guardian Fund Class Advisor
Global Real Estate,American Century Investments,e57d54a4-c9b4-4f7a-869d-57cba2dc89c2,American Century Global Real Estate Fund Investor Class
Large Growth,Thornburg,3528d7b8-ea7d-4e16-b568-00b5f2e9688a,Thornburg Core Growth Fund Class R3
Foreign Large Growth,Fidelity Investments,af7a7da9-6896-42ed-8d49-eff07bd27baf,Fidelity Series International Growth F
Target-Date 2025,John Hancock,2d723144-f505-4fe5-8dd5-b30653520437,John Hancock Funds Multi-Index 2025 Preservation Portfolio Class 1
Small Growth,Emerald,ea05ed77-c9ac-4c7e-b045-c0f951723860,Emerald Growth Fund Institutional Class
Large Value,MassMutual,141b12e8-5166-4a04-962d-5107d72c3013,MassMutual Premier Disciplined Value Fund Class I
Large Growth,Dunham Funds,5febc846-a34d-4d43-a42b-bb4267c4f073,Dunham Focused Large Cap Growth Fund Class A
Mid-Cap Growth,Victory,99c4464e-93a8-464c-83f0-11a7a6b6b1c9,Victory RS Mid Cap Growth Fund Class A
High Yield Muni,DWS,aa0e6e36-7c24-4365-b268-fed3969bfdae,DWS Strategic High Yield Tax-Free Fund - Class C
Emerging Markets Bond,Rydex Funds,b51ee225-0f9d-4c10-9813-8400f600a659,Rydex Emerging Markets Bond Strategy Fund C-Class
Allocation - 50% to 70% Equity,MainStay,5b8efc30-6f0f-4531-9d92-b0b0f3761e81,MainStay Balanced Fund Class B
World Bond,Janus Henderson,1a4d5dec-c895-4a62-9d02-2e476c832ad1,Janus Henderson Strategic Income Fund Class T
Allocation - 70% to 85% Equity,North Star,3d39f7f1-346d-4a1c-9185-0c06cf4b930b,North Star Opportunity Fund Class A Shares
Small Blend,Yorktown Funds,d498879e-92b4-47d0-8938-bc39f7b354f9,Yorktown Small-Cap Fund Class A
World Large Stock,DWS,35c56793-d874-4daa-b01a-7d756ab91a98,DWS CROCI Sector Opportunities C
Foreign Large Blend,TIAA Investments,ff8e13d6-9258-47ee-a96d-798f090173d5,TIAA-CREF Social Choice International Equity Fund Advisor Class
Natural Resources,Dreyfus,3ef20fb3-c330-4077-8fd1-dfc26f25a504,Dreyfus Natural Resources Fund Class I
World Small/Mid Stock,Chiron Investment Management,3e827231-8de9-46a2-918e-56287d5e7ade,Chiron SMid Opportunities Fund Class I Shares
Allocation - 30% to 50% Equity,American Funds,419315be-069f-40f7-8b10-1505e172ae21,American Funds Retirement Income Portfolio - Conservative Class R-4
Foreign Large Blend,Cambiar Funds,0d424a3b-0646-4ec9-bc16-02127e0fcbff,Cambiar International Equity Institutional
High Yield Bond,Fidelity Investments,8dc78487-aa88-42a4-be9f-32764fb92254,Fidelity Advisor High Income Advantage Fund I Class
Allocation - 30% to 50% Equity,Manning & Napier,9d4728e5-be74-4ae5-8c97-401a060324dc,Manning & Napier Pro-Blend Conservative Term Series Class L
Multisector Bond,Hartford Mutual Funds,c5bbc6c3-f061-4c11-8427-da6302e4301b,Hartford Duration-Hedged Strat Inc R5
Options-based,Neuberger Berman,ef6aee91-6fe4-4b00-a951-a2c73b9b39f5,Neuberger Berman Hedged Option Premium Fund Class C
Intermediate-Term Bond,American Beacon,9aec1d0f-1326-42d1-9964-157204320e09,American Beacon Garcia Hamilton Quality Bond Fund Institutional Class
Large Blend,OppenheimerFunds,e0d23827-6eac-49dc-8bee-0a37e0da8db0,Oppenheimer Main Street Fund Class C
Large Blend,GMO,31ef73c3-ee9b-45cb-b48f-e68d38fe4a2d,GMO US Equity IV
World Allocation,Hartford Mutual Funds,96f8b910-714d-49de-8995-dc063ffccb3d,Hartford Global Real Asset Fund Class A
Short-Term Bond,Federated,acb842b7-ea20-473d-bf04-e827581911f5,Federated Short-Intermediate Total Return Bond Fund Class R6 Shares
Intermediate-Term Bond,Lord Abbett,4013e9ff-782f-46dc-a27d-30fa40ab0f3e,Lord Abbett Core Fixed Income Fund Class R5
Allocation - 30% to 50% Equity,Allianz Funds,a9165750-7e42-439c-9d98-76ea79fb317b,AllianzGI Income & Growth Fund Class A
Small Blend,Loomis Sayles Funds,66acd817-6f43-40e9-bbd1-a916c1cf9901,Loomis Sayles Small Capital Value Fund Admin Class
Allocation - 70% to 85% Equity,Great-West Funds,a6087ee0-5dcd-450d-af4a-63d3740e79ad,Great-West Moderately Aggressive Profile Fund Class L
Large Blend,Goldman Sachs,2d41700a-535a-4705-9336-4e6e9ad0dd25,Goldman Sachs U.S. Tax-Managed Equity Fund Class C
Mid-Cap Growth,Teton Westwood Funds,5e72e2a4-f4a2-4867-be3b-f3570612edb4,TETON Westwood Mid-Cap Equity Fund Class A Shares
Inflation-Protected Bond,Nuveen,8fe53c89-82bd-434f-9177-d89d289cf6ae,Nuveen Inflation Protected Securities Fund Class I
Nontraditional Bond,Wells Fargo Funds,18792063-d415-4250-8730-f28de6833049,Wells Fargo Strategic Income Fund - Class Inst
Large Blend,Nuveen,e07266e9-9fa0-42eb-a381-34be98e76092,Nuveen Santa Barbara Dividend Growth Fund Class R6
World Large Stock,Artisan,01602d16-3817-4eb3-8652-a8fc64aeae39,Artisan Global Opportunities Fund Institutional Class
World Allocation,SEI,e2636f44-c345-4ded-878c-284838c4d2d6,SEI Asset Allocation Trust Aggressive Strategy Fund Class I
Corporate Bond,Ryan Labs,505076e4-7363-4335-9ec4-bc8c8a789a84,Ryan Labs Long Credit Fund
Intermediate-Term Bond,Federated,6d46b79a-b52a-4a20-a138-23e22c3e0619,Federated Total Return Bond Fund Class C Shares
Target-Date 2040,American Funds,9ba5dd3b-1ca9-46f3-8c86-50c56f680364,American Funds 2040 Target Date Retirement Fund Class F-1
Muni National Long,Invesco,e45b52dc-e23c-43bf-977d-9502542a4970,Invesco Municipal Income Fund Investor Class
Energy Limited Partnership,Eagle MLP,70dccee6-1d53-4e79-be27-c4c1636a0dee,Eagle MLP Strategy Fund Class A Shares
Large Blend,Aberdeen,28b3adc4-2b46-4aa1-8abe-5f0c43cf0f48,Aberdeen Income Builder Fund Class A
Foreign Large Blend,ACR Alpine Capital Research,1a43df22-8f68-4030-8c01-fdff397fb8b0,ACR International Quality Return (IQR) Fund Class I Shares
Allocation - 15% to 30% Equity,Fidelity Investments,9821b440-f024-404c-8ff4-b80e024e6efb,Fidelity Advisor Asset Manager 30% Fund I Class
Large Value,TCW,0bda2278-d8e0-4b46-a541-86da02d12b14,TCW Relative Value Large Cap Fund Class N
Options-based,Covered Bridge,be3c7fd9-b98f-447c-a63e-00c91345a360,The Covered Bridge Fund Class A
Large Blend,AllianceBernstein,bb611cd0-c6bd-4519-b53c-cae16f596ebe,AB Select US Equity Portfolio Class A
Large Blend,Victory,1cdc2580-c9dd-4ab9-a5b8-7a19dad93fcf,Victory Special Value Fund Class R
Intermediate-Term Bond,John Hancock,c5dab1c1-898b-494d-9efa-aec64fd44a9b,John Hancock Funds II - John Hancock Investment Quality Bond Fund
Diversified Emerging Mkts,Macquarie Investment Management,f3a58f75-8e8f-41cb-89a5-2f0f6264b08d,Macquarie Pooled Trust Emerging Markets Portfolio II
Multialternative,SEI,19084d29-9c7b-4d45-9c05-eb0c224983c1,SEI Institutional Managed Trust Long/Short Alternative Fund Class Y
Energy Limited Partnership,Goldman Sachs,f8b02e4e-ee74-4724-9a7b-24534143f2ef,Goldman Sachs MLP Energy Infrastructure Fund Investor Class
Foreign Large Value,American Century Investments,0054b604-bb05-4d94-9963-5660ee046519,American Century NT International Value Fund Investor Class
Small Blend,William Blair,78ef3d38-bd9a-4625-879a-9e63ace763f1,William Blair Small-Mid Cap Value Fund Class I
Large Blend,American Century Investments,04250d6d-9bc9-45c0-9a4d-33c180991b17,American Century Core Equity Plus Fund I Class
Target-Date 2045,American Funds,4754b3f4-46f8-4fe1-af73-da044730c0d5,American Funds 2045 Target Date Retirement Fund Class R-3
World Large Stock,MainStay,2d2cb441-d99d-493d-a8d0-bfef160f17c1,MainStay Epoch Global Equity Yield Fund Class C
World Allocation,Janus Henderson,f2785780-5e3f-4118-b7c7-4338ff34be85,Janus Henderson All Asset Fund Class S
Equity Energy,Waddell & Reed,4d6af715-bb51-4438-b870-5a205a9be6b1,Waddell & Reed Energy C
Muni National Interm,PNC Funds,cc91f243-33ee-434c-9ba0-cdad95fdfcba,PNC Intermediate Tax Exempt Bond Fund Class I
Mid-Cap Blend,BlackRock,ad9ff097-54e0-4bb8-933a-2a984143fdfd,iShares Russell Mid-Cap Index Fund Investor A Shares
Financial,Franklin Templeton Investments,c5a6024f-71b9-4367-b2dd-ec120edfda27,Franklin Mutual Financial Services Fund Class A
World Small/Mid Stock,AMG Funds,a41a4143-571c-4022-9fc3-8e1789990748,AMG Yacktman Special Opportunities Fund Class I
Small Value,BMO Funds,5aefd3b0-76dd-4f35-b7bb-ef01aef3d26c,BMO Small-Cap Value Fund Class R6
World Small/Mid Stock,Franklin Templeton Investments,7d902ee3-776c-43fc-8378-5716c486e378,Templeton Global Smaller Companies Fund Class C
Target-Date 2050,Voya,1aa846c4-fb8a-4689-8a27-ec380d5c6af3,Voya Solution 2050 Portfolio Class T
Large Value,Delaware Funds by Macquarie,6e97fac1-86a4-45ce-a9bc-573b24b9e0df,Delaware Value Fund Institutional Class
Large Value,Invesco,f6bbebdc-092e-4f2f-a29e-1ab45a4cd468,Invesco Low Volatility Equity Yield B
Health,BlackRock,a0118477-db3a-449d-bb82-20b1dbc3d42c,BlackRock Health Sciences Opportunities Portfolio Investor A Shares
Foreign Large Value,Toreador,70f07fb8-7051-4a90-8f2f-059d19074883,Toreador International Fund Investor Class
Mid-Cap Blend,Dimensional Fund Advisors,333fdf55-7f3f-457e-823a-8587d028c1b9,DFA T.A. U.S. Core Equity 2 Portfolio Institutional Class
Intermediate-Term Bond,Wells Fargo Funds,b79c3721-67e1-43e2-a0dd-a529b8ab1126,Wells Fargo Core Plus Bond Fund Class Institutional
Allocation - 50% to 70% Equity,PGIM Funds (Prudential),25979755-3054-4f60-9438-2c7cbf575719,PGIM Real Assets Fund- Class A
Diversified Emerging Mkts,MainStay,73d5b420-74f2-4d7d-a6ba-62029411373d,MainStay MacKay Emerging Markets Equity Fund Class C
Large Growth,Brown Advisory Funds,af2824b4-92b7-4800-bd48-587766f52222,Brown Advisory Growth Equity Fund Institutional Shares
Mid-Cap Growth,PGIM Funds (Prudential),ac2fc9d2-a509-4159-8987-9f8ab4d19747,PGIM Jennison Mid-Cap Growth Fund- Class R2
Long-Short Equity,Equinox,084ae02f-13de-4b9b-9307-8ec7e79ddd92,Equinox Ampersand Strategy Fund Class I
Large Blend,Glenmede,e1ba1882-c98e-4cb0-86cf-f91bde4ec70c,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio
Large Blend,American Century Investments,9cb419d9-c8ac-4466-a76f-7fc5bd90acd9,American Century Sustainable Equity Fund C Class
Utilities,ICON Funds,915cd342-8007-4c56-a106-2ae077b4806a,ICON Utilities Fund Class A
Large Growth,Alger,98e9cfdd-541f-4f5c-8b90-7428371e097b,Alger Capital Appreciation Institutional Fund Class Y
Target-Date 2030,MFS,8291a2e7-0832-4005-b802-d8fcbd4c3de2,MFS Lifetime 2030 Fund Class R6
Infrastructure,Reaves Select Research,39fec281-04ab-483d-84c2-63e49d811993,Reaves Utilities and Energy Infrastructure Fund Class Institutional
Mid-Cap Growth,Neuberger Berman,8286cfb1-2718-448d-99f1-8a5b80e95985,Neuberger Berman Mid Cap Growth Fund Class R6
Foreign Large Blend,Hartford Mutual Funds,8856b7ab-d0e8-4917-80ec-ada46a9c9639,The Hartford International Opportunities Fund Class A
Inflation-Protected Bond,Nuveen,1af36fc2-4c95-4bc9-8bd9-4e6c1970390a,Nuveen Inflation Protected Securities Fund Class A
High Yield Bond,Fidelity Investments,1d58bf0d-3398-4fa4-8691-c74bf6777e86,Fidelity Global High Income Fund
