category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,tag,5_years_return_category
0.68,0.65,-0.09,88.1,10.97,0.0,1.55,4.42,0.66,0.0,0.03,7.63,-0.02,0.01,0.08,151703,3.06
0.96,0.69,0.0,96.11,7.24,0.01,1.07,4.58,0.48,0.0,0.04,5.69,-0.0,0.01,0.07,133721,5.09
0.78,0.63,-9.34,65.26,18.13,0.01,1.32,7.78,0.96,0.01,0.07,10.35,-0.03,0.01,0.14,231875,8.99
0.71,0.42,3.25,55.22,12.13,0.0,0.75,5.97,0.49,0.0,0.02,5.28,0.0,0.01,0.15,156311,2.61
0.83,0.25,0.7,83.71,11.54,0.0,0.88,2.53,0.3,0.0,0.03,3.03,0.01,0.01,0.12,171737,3.86
0.56,-0.37,-15.93,37.08,22.73,0.0,1.25,-8.33,-0.63,0.0,-0.02,-9.62,-0.08,0.01,0.19,99548,-1.41
0.12,,,,,0.01,,,,0.0,-0.13,0.0,0.01,-0.0,0.03,218897,2.04
0.9,0.13,-0.39,66.53,10.66,0.0,0.72,1.15,0.18,0.0,0.01,1.64,-0.0,0.01,0.12,225971,2.1
0.73,0.14,-0.31,65.82,13.42,0.0,0.91,1.12,0.23,0.0,0.04,1.82,0.02,0.01,0.13,231596,4.23
0.65,0.58,-2.3,67.31,13.87,0.01,1.02,7.31,0.74,0.01,0.06,8.23,-0.03,0.01,0.17,76463,8.45
0.14,0.54,2.42,1.13,3.97,0.01,-0.15,-14.09,0.24,0.0,0.05,2.89,0.0,0.0,0.01,199034,1.18
0.51,-0.18,-13.41,48.01,23.74,-0.0,1.49,-4.72,-0.3,-0.0,-0.04,-6.22,-0.11,0.01,0.2,221579,-4.25
0.89,0.59,-0.74,96.86,6.86,0.01,1.01,3.83,0.4,0.0,0.04,4.68,-0.01,0.01,0.08,158642,5.12
0.9,0.22,0.18,95.75,11.51,0.0,0.94,1.98,0.27,0.0,0.01,2.66,-0.0,0.01,0.12,108719,2.1
0.64,0.53,4.56,63.73,12.49,0.0,0.83,7.25,0.62,0.0,0.05,6.82,0.03,0.01,0.13,211688,4.93
0.88,,,,,0.01,,,,0.0,0.05,0.0,-0.0,0.01,0.04,249380,3.45
0.84,1.15,1.32,85.91,2.99,0.01,0.96,3.6,0.3,0.0,0.02,3.6,0.0,0.01,0.03,130751,2.51
0.4,-0.18,-11.83,38.19,22.66,-0.0,1.27,-5.15,-0.28,-0.01,-0.08,-5.72,-0.18,0.01,0.26,78164,-11.01
0.8,,,,,0.0,,,,0.01,0.05,0.0,-0.04,0.01,0.13,212732,6.34
0.89,0.34,-2.39,93.59,6.9,0.01,1.0,2.11,0.26,0.0,0.04,2.91,-0.01,0.01,0.08,27845,5.12
0.51,-0.07,-9.16,50.17,19.78,-0.0,1.27,-2.65,-0.06,-0.0,-0.04,-2.55,-0.11,0.01,0.2,158264,-4.25
0.94,0.93,-0.02,94.54,2.86,0.01,0.93,2.9,0.29,0.0,0.03,3.49,0.0,0.01,0.03,144539,4.08
0.01,0.71,2.79,0.68,3.62,0.01,-0.1,-24.53,0.28,0.0,-0.1,3.38,0.02,-0.0,0.03,72035,2.84
,,,,,,,,,,,-9.58,,,,183212,-8.35
0.84,0.47,-0.31,73.0,2.8,0.01,0.83,1.55,0.18,0.0,0.02,2.09,0.0,0.01,0.03,216782,2.51
0.65,0.6,-2.03,67.3,13.87,0.01,1.02,7.59,0.76,0.01,0.06,8.52,-0.03,0.01,0.17,73826,8.45
0.01,0.92,2.94,1.17,2.94,0.01,-0.11,-24.57,0.29,0.0,-0.1,3.54,0.02,-0.0,0.03,54530,2.84
0.4,-0.2,-12.29,38.16,22.67,-0.0,1.27,-5.5,-0.32,-0.01,-0.08,-6.16,-0.18,0.01,0.26,89765,-11.01
0.03,0.48,2.09,1.89,5.43,0.01,0.26,9.57,0.28,0.0,0.11,3.3,0.02,0.0,0.05,104012,3.45
0.83,0.4,2.54,90.16,12.38,0.0,0.98,4.38,0.48,0.0,0.03,5.09,0.01,0.01,0.12,112040,3.86
0.93,0.81,-0.82,95.38,10.14,0.01,0.88,9.1,0.75,0.01,0.08,8.85,-0.02,0.01,0.12,212750,8.91
0.65,0.24,-8.29,68.85,15.96,0.0,1.18,2.19,0.38,0.01,0.04,3.4,-0.06,0.01,0.15,39545,5.62
0.83,,,,,0.0,,,,0.0,0.03,0.0,0.01,0.01,0.12,194318,3.86
0.95,,,,,0.01,,,,0.0,0.05,0.0,-0.0,0.01,0.05,228545,4.42
0.84,0.44,-0.63,95.81,2.76,0.01,0.94,1.26,0.17,0.0,0.02,1.99,0.0,0.01,0.03,210869,2.51
0.71,-0.21,-4.27,50.99,12.02,0.0,0.72,-4.49,-0.14,0.0,0.02,-2.41,0.0,0.01,0.15,164483,2.61
0.84,0.76,0.23,98.12,2.58,0.01,0.89,2.21,0.23,0.0,0.02,2.77,0.0,0.01,0.03,166697,2.51
0.47,0.3,-0.86,45.46,4.98,0.0,0.51,2.8,0.19,0.0,0.02,2.22,-0.01,0.0,0.05,184544,1.36
0.15,0.24,0.17,10.42,7.46,0.0,0.84,1.85,0.22,0.0,0.05,2.36,0.01,0.01,0.07,75095,3.37
0.63,0.16,-0.44,71.59,1.06,-0.0,0.31,0.52,0.08,0.0,-0.01,0.96,-0.01,0.0,0.01,243314,0.87
0.78,0.47,2.65,74.13,8.99,0.0,0.64,6.09,0.42,0.01,0.06,4.72,0.04,0.01,0.11,239246,5.89
0.86,0.48,-3.71,78.76,11.28,0.01,0.9,5.53,0.52,0.01,0.07,5.75,-0.03,0.01,0.11,47195,7.2
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,70640,3.01
0.01,,,,,0.01,,,,0.0,-0.1,0.0,0.02,-0.0,0.03,186515,2.84
0.86,0.93,1.53,80.54,13.89,0.01,1.11,11.42,1.14,0.01,0.1,13.5,-0.0,0.01,0.13,28484,11.26
0.65,0.35,-6.76,71.04,16.0,0.0,1.2,3.66,0.53,0.01,0.04,5.21,-0.06,0.01,0.15,136529,5.62
0.75,-0.45,4.72,41.61,34.12,-0.01,-1.97,9.88,-1.21,-0.01,0.12,-18.63,-0.01,-0.02,0.22,241541,-17.0
0.55,0.19,-6.59,66.01,11.98,0.0,0.87,1.84,0.26,0.0,0.02,2.41,-0.03,0.01,0.09,196955,2.75
0.15,0.15,1.09,0.02,8.06,0.0,0.04,19.67,0.17,0.0,0.05,1.67,0.01,0.01,0.07,82250,3.37
0.8,0.55,-2.94,75.54,12.21,0.0,0.95,6.57,0.63,0.01,0.05,7.03,-0.04,0.01,0.13,88874,6.34
0.21,0.79,11.36,15.71,16.08,0.01,0.53,22.77,1.12,0.01,0.12,12.9,0.08,0.01,0.2,156743,8.86
0.92,0.88,-0.21,96.01,3.15,0.01,1.03,2.72,0.3,0.0,0.03,3.6,-0.0,0.01,0.03,80549,3.16
0.93,0.76,-1.7,97.08,12.26,0.01,1.08,8.33,0.84,0.01,0.08,9.8,-0.02,0.01,0.12,137375,8.91
0.78,0.78,6.21,68.97,10.23,0.0,0.71,10.94,0.73,0.01,0.06,8.54,0.04,0.01,0.11,219122,5.89
0.95,0.5,-1.39,94.22,7.34,0.01,1.07,3.22,0.37,0.0,0.04,4.25,-0.01,0.01,0.08,26873,5.56
0.9,0.11,-0.94,88.66,11.57,0.0,0.91,0.68,0.17,0.0,0.01,1.42,-0.0,0.01,0.12,189341,2.1
0.86,0.84,-0.75,98.57,11.51,0.01,1.02,9.28,0.87,0.01,0.1,10.29,-0.0,0.01,0.13,73925,11.26
0.79,0.45,-5.14,78.84,14.11,0.0,1.12,4.91,0.59,0.01,0.05,6.3,-0.05,0.01,0.13,169550,5.87
0.78,0.54,-3.71,75.72,14.93,0.01,1.16,6.3,0.74,0.01,0.07,8.11,-0.03,0.01,0.14,36440,8.99
0.95,0.64,-0.29,96.06,5.81,0.01,0.86,4.26,0.38,0.0,0.05,4.45,-0.0,0.01,0.05,166733,4.42
0.9,0.03,-1.96,90.98,12.0,0.0,0.95,-0.36,0.1,0.0,0.01,0.46,-0.0,0.01,0.12,239579,2.1
0.89,1.03,0.7,90.78,9.36,0.01,1.46,6.64,0.84,0.01,0.03,10.12,-0.02,0.02,0.11,134414,5.99
0.94,0.56,0.12,57.02,4.52,0.01,0.51,4.82,0.28,0.0,0.04,3.28,-0.0,0.01,0.06,245789,4.58
0.28,0.54,3.86,24.7,14.6,0.01,0.66,10.79,0.72,0.01,0.12,7.88,0.04,0.01,0.14,84473,8.29
0.78,0.93,3.17,65.25,16.11,0.01,1.16,12.7,1.32,0.01,0.07,15.55,-0.03,0.01,0.14,141515,8.99
0.86,0.54,-3.78,92.64,11.23,0.01,0.97,5.85,0.57,0.01,0.07,6.45,-0.03,0.01,0.11,230570,7.2
0.96,0.69,0.01,95.92,9.88,0.01,1.45,4.53,0.64,0.01,0.04,7.39,-0.01,0.01,0.1,236366,6.49
0.86,0.96,0.71,97.04,11.57,0.01,1.02,10.85,0.99,0.01,0.1,11.85,-0.0,0.01,0.13,70253,11.26
0.17,,,,,0.01,,,,0.0,0.07,0.0,0.03,0.01,0.05,185768,4.48
0.64,0.52,4.25,64.63,11.9,0.0,0.8,7.14,0.58,0.0,0.05,6.48,0.03,0.01,0.13,248282,4.93
0.94,0.46,-1.39,97.5,2.8,0.01,0.92,1.38,0.17,0.0,0.02,2.07,-0.01,0.01,0.03,171593,2.64
0.86,0.81,-0.72,90.16,12.39,0.01,1.05,9.26,0.9,0.01,0.1,10.54,-0.0,0.01,0.13,134765,11.26
0.86,0.88,0.88,80.15,13.88,0.01,1.11,10.77,1.09,0.01,0.1,12.76,-0.0,0.01,0.13,190223,11.26
0.94,0.54,-1.55,92.94,3.89,0.01,1.25,1.64,0.24,0.0,0.02,2.86,-0.01,0.01,0.03,107360,2.64
0.89,,,,,0.01,,,,0.0,0.04,0.0,-0.01,0.01,0.06,95453,3.69
0.86,0.58,-3.0,90.1,10.52,0.01,0.89,6.46,0.58,0.01,0.07,6.57,-0.03,0.01,0.11,89639,7.2
0.52,0.24,-0.2,43.81,0.94,0.01,0.21,1.02,0.09,0.0,0.03,1.02,0.0,0.0,0.01,136052,1.45
0.95,0.84,0.81,93.74,5.18,0.01,0.75,5.74,0.43,0.0,0.05,5.13,-0.0,0.01,0.05,79154,4.42
0.16,0.71,6.85,7.94,12.4,0.01,0.32,26.54,0.8,0.01,0.25,9.17,0.06,0.0,0.12,214613,8.87
0.92,1.06,0.35,93.8,2.75,0.01,0.89,3.34,0.31,0.0,0.03,3.78,-0.0,0.01,0.03,242018,3.16
0.86,0.71,-1.71,91.29,10.53,0.01,0.9,8.02,0.69,0.01,0.07,8.01,-0.03,0.01,0.11,113120,7.2
0.03,1.13,4.95,1.54,4.72,0.01,0.2,26.33,0.51,0.0,0.11,6.21,0.02,0.0,0.05,36395,3.45
0.6,0.34,-6.4,71.54,14.96,0.0,1.13,3.68,0.5,0.0,0.03,4.96,-0.07,0.01,0.16,26945,3.94
0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,209420,0.0
0.71,0.36,1.86,89.01,11.37,0.0,0.89,3.91,0.4,0.0,0.02,4.29,0.0,0.01,0.15,58742,2.61
0.46,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.01,0.1,145538,1.65
0.86,0.71,-1.12,77.43,12.44,0.01,0.98,8.66,0.81,0.01,0.1,9.27,-0.0,0.01,0.13,209654,11.26
0.83,0.05,-1.61,84.7,12.05,0.0,0.92,-0.07,0.12,0.0,0.03,0.74,0.01,0.01,0.12,178001,3.86
0.52,0.06,-0.4,73.09,0.77,0.01,0.22,0.18,0.07,0.0,0.03,0.84,0.0,0.0,0.01,120338,1.45
0.84,0.66,-0.03,97.52,2.85,0.01,0.98,1.91,0.22,0.0,0.02,2.68,0.0,0.01,0.03,58346,2.51
0.89,-0.03,-2.64,91.62,11.76,0.0,0.94,-1.1,0.04,0.0,-0.0,-0.23,-0.02,0.01,0.12,33083,0.62
0.65,0.56,-3.21,68.0,17.02,0.01,1.25,6.8,0.87,0.01,0.06,9.32,-0.03,0.01,0.17,195101,8.45
0.68,-0.01,-3.79,47.69,7.63,0.0,0.79,-0.46,0.06,0.0,0.03,0.44,-0.02,0.01,0.08,181709,3.06
0.96,0.64,-0.38,91.95,9.46,0.01,1.36,4.22,0.57,0.01,0.04,6.57,-0.01,0.01,0.1,196154,6.35
0.89,-0.06,-3.26,89.81,13.03,0.0,1.03,-1.54,0.0,0.0,-0.0,-0.78,-0.02,0.01,0.12,131687,0.62
0.84,0.89,0.68,66.48,2.06,0.01,0.59,3.12,0.22,0.0,0.02,2.64,0.0,0.01,0.03,62441,2.51
0.73,0.48,3.07,86.21,10.37,0.0,0.8,5.78,0.49,0.0,0.04,5.43,0.02,0.01,0.13,166571,4.23
0.86,0.26,-6.6,82.33,11.58,0.01,0.94,2.53,0.32,0.01,0.1,3.18,-0.0,0.01,0.13,252395,11.26
0.78,0.94,1.03,86.88,11.49,0.01,0.96,11.2,0.97,0.01,0.07,11.5,-0.03,0.01,0.14,41129,8.99
0.78,0.64,-2.72,82.17,14.44,0.01,1.17,7.32,0.83,0.01,0.07,9.35,-0.03,0.01,0.14,218168,8.99
0.6,0.26,-7.6,65.16,16.06,0.0,1.16,2.62,0.42,0.0,0.03,3.84,-0.07,0.01,0.16,39752,3.94
0.95,0.59,-1.02,97.7,9.23,0.01,1.37,3.75,0.52,0.01,0.04,5.95,-0.01,0.01,0.1,135053,6.41
0.52,0.84,0.31,83.6,1.41,0.01,0.45,2.64,0.17,0.0,0.03,2.0,0.0,0.0,0.01,232505,1.45
0.93,0.66,-1.86,81.32,11.52,0.01,0.93,7.82,0.7,0.01,0.08,8.07,-0.02,0.01,0.12,149696,8.91
0.94,0.84,0.86,81.14,4.18,0.01,0.57,6.2,0.36,0.0,0.04,4.31,-0.0,0.01,0.06,105128,4.58
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,209240,3.01
0.79,0.42,-5.47,84.95,12.94,0.0,1.07,4.44,0.52,0.01,0.05,5.54,-0.05,0.01,0.13,158435,5.87
0.65,0.45,-5.02,87.05,12.47,0.0,1.04,4.8,0.54,0.01,0.04,5.8,-0.06,0.01,0.15,28898,5.62
0.64,0.33,1.63,80.27,11.34,0.0,0.85,3.71,0.38,0.0,0.05,3.94,0.03,0.01,0.13,96443,4.93
0.52,0.11,-0.59,71.33,1.23,0.01,0.37,0.35,0.08,0.0,0.03,0.93,0.0,0.0,0.01,67634,1.45
0.01,0.59,1.88,0.41,2.97,0.01,-0.07,-26.11,0.21,0.0,-0.1,2.54,0.02,-0.0,0.03,170909,2.84
0.86,0.68,-2.13,91.88,11.17,0.01,0.96,7.64,0.7,0.01,0.07,8.12,-0.03,0.01,0.11,88289,7.2
0.85,0.17,-1.0,89.31,2.11,0.0,0.7,0.49,0.1,0.0,0.01,1.15,-0.0,0.01,0.02,95066,1.86
0.89,0.57,-0.9,96.02,7.71,0.01,1.14,3.74,0.44,0.0,0.04,5.04,-0.01,0.01,0.08,127862,5.12
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,49148,7.2
0.78,0.63,6.06,79.0,13.4,0.0,0.99,8,0.77,0.01,0.06,8.73,0.04,0.01,0.11,44666,5.89
0.93,0.52,-4.27,93.07,11.73,0.01,1.01,5.5,0.57,0.01,0.08,6.36,-0.02,0.01,0.12,69515,8.91
0.88,0.73,0.22,89.96,3.76,0.01,0.54,5.07,0.3,0.0,0.05,3.52,-0.0,0.01,0.04,157886,3.45
0.78,0.66,-2.78,90.29,13.29,0.01,1.13,7.28,0.8,0.01,0.07,9.02,-0.03,0.01,0.14,225917,8.99
0.83,0.38,2.36,90.98,12.84,0.0,1.02,4.07,0.47,0.0,0.03,4.95,0.01,0.01,0.12,44954,3.86
0.85,0.63,-0.01,87.94,2.02,0.0,0.66,1.92,0.17,0.0,0.01,2.08,-0.0,0.01,0.02,104858,1.86
0.66,0.7,-0.37,92.23,1.66,0.0,0.53,2.22,0.16,0.0,0.04,1.97,-0.01,0.0,0.01,147320,1.14
0.32,-0.01,-2.41,18.87,7.8,0.0,1.18,-0.34,0.06,0.0,0.0,0.4,-0.01,0.01,0.05,144890,1.1
0.56,-0.04,-7.18,57.64,15.89,0.0,1.09,-1.65,0.02,0.0,-0.02,-1.0,-0.08,0.01,0.19,68138,-1.41
0.96,0.58,-1.12,95.55,9.95,0.01,1.46,3.7,0.55,0.01,0.04,6.22,-0.01,0.01,0.1,135710,6.35
0.78,0.62,5.71,78.95,12.92,0.0,0.96,7.88,0.74,0.01,0.06,8.32,0.04,0.01,0.11,250973,5.89
0.55,0.7,-1.06,78.19,9.61,0.0,0.76,8.53,0.63,0.0,0.02,7.3,-0.03,0.01,0.09,28286,2.75
0.84,0.63,-0.25,87.64,7.74,0.0,1.09,4.31,0.47,0.0,0.02,5.5,-0.03,0.01,0.08,186893,3.01
0.9,,,,,0.0,,,,0.0,0.01,0.0,-0.0,0.01,0.12,86345,2.1
0.65,0.46,-4.37,65.79,15.69,0.0,1.14,5.5,0.67,0.01,0.04,7.07,-0.06,0.01,0.15,97856,5.62
0.47,0.4,2.39,0.47,6.83,0.0,0.07,35.8,0.29,0.0,0.02,3.35,-0.01,0.0,0.05,203030,1.36
0.71,0.33,2.26,77.74,14.68,0.0,1.08,3.66,0.48,0.0,0.02,4.75,0.0,0.01,0.15,82295,2.61
0.12,0.6,2.32,11.33,6.2,0.01,0.73,4.98,0.38,0.0,-0.13,4.44,0.01,-0.0,0.03,139328,2.04
0.52,-0.21,-0.61,61.77,0.83,0.01,0.22,-0.77,0.05,0.0,0.03,0.63,0.0,0.0,0.01,46691,1.45
0.65,0.58,-2.56,63.65,16.78,0.01,1.2,7.22,0.87,0.01,0.06,9.43,-0.03,0.01,0.17,147104,8.45
0.01,0.43,1.27,0.25,2.75,0.01,-0.05,-24.02,0.17,0.0,-0.1,1.96,0.02,-0.0,0.03,198800,2.84
0.47,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.0,0.05,234737,1.36
0.9,0.13,-0.78,93.52,12.26,0.0,0.99,0.92,0.2,0.0,0.01,1.71,-0.0,0.01,0.12,161063,2.1
0.71,0.23,0.78,77.16,15.19,0.0,1.11,2.18,0.36,0.0,0.02,3.22,0.0,0.01,0.15,230831,2.61
,,,,,,,,,,,,,,,229355,
0.89,0.74,0.22,96.34,5.01,0.01,0.74,4.93,0.37,0.0,0.04,4.45,-0.01,0.01,0.06,59705,3.69
0.47,0.54,-0.21,71.29,3.88,0.0,0.49,4.19,0.24,0.0,0.02,2.87,-0.01,0.0,0.05,78839,1.36
0.86,0.58,-3.61,93.55,11.93,0.01,1.03,6.25,0.64,0.01,0.07,7.25,-0.03,0.01,0.11,151730,7.2
0.76,0.3,1.42,69.45,10.59,0.0,0.74,3.7,0.34,0.0,0.01,3.53,-0.01,0.01,0.13,76238,1.22
0.56,0.26,-1.96,43.37,20.36,0.0,1.21,2.86,0.52,0.0,-0.02,4.27,-0.08,0.01,0.19,102635,-1.41
0.81,,,,,0.0,,,,0.0,0.01,0.0,-0.01,0.01,0.13,116963,1.59
0.86,,,,,0.01,,,,0.01,0.1,0.0,-0.0,0.01,0.13,176147,11.26
0.65,,,,,0.0,,,,0.01,0.04,0.0,-0.06,0.01,0.15,203075,5.62
0.84,0.5,-0.39,89.3,2.8,0.01,0.93,1.5,0.19,0.0,0.02,2.2,0.0,0.01,0.03,106235,2.51
0.9,0.04,-1.59,85.36,11.06,0.0,0.85,-0.14,0.11,0.0,0.01,0.68,-0.0,0.01,0.12,63143,2.1
0.24,0.77,1.55,9.74,2.78,0.01,0.3,7.08,0.25,0.0,0.0,2.95,0.01,0.0,0.03,237959,2.93
0.65,0.53,-3.46,70.89,14.56,0.0,1.1,6.34,0.71,0.01,0.04,7.75,-0.06,0.01,0.15,125378,5.62
0.88,0.74,1.3,79.66,11.87,0.01,1.59,5.3,0.8,0.0,0.03,9.23,-0.01,0.01,0.09,244943,5.32
0.78,0.38,-6.62,75.61,15.87,0.01,1.23,3.95,0.57,0.01,0.07,5.68,-0.03,0.01,0.14,121364,8.99
0.15,0.72,2.12,27.82,5.84,0.0,1.08,3.85,0.42,0.0,0.05,4.97,0.01,0.01,0.07,245204,3.37
0.65,0.55,-2.94,64.67,15.99,0.01,1.15,6.82,0.8,0.01,0.06,8.62,-0.03,0.01,0.17,160460,8.45
0.84,0.81,0.57,78.99,2.75,0.01,0.85,2.62,0.25,0.0,0.02,3.04,0.0,0.01,0.03,189035,2.51
0.56,-0.01,-7.22,55.31,17.25,0.0,1.16,-1.43,0.05,0.0,-0.02,-0.85,-0.08,0.01,0.19,82916,-1.41
0.65,0.56,-2.96,66.28,15.85,0.01,1.15,6.86,0.8,0.01,0.06,8.71,-0.03,0.01,0.17,238247,8.45
0.96,0.67,-0.89,95.94,3.19,0.01,1.04,2.04,0.25,0.0,0.03,2.93,-0.0,0.01,0.03,78056,3.26
0.79,0.24,-8.42,78.35,14.8,0.0,1.17,2.14,0.36,0.01,0.05,3.3,-0.05,0.01,0.13,164816,5.87
0.47,0.5,0.91,18.72,4.79,0.0,0.31,7.4,0.26,0.0,0.02,3.1,-0.01,0.0,0.05,69299,1.36
0.94,0.85,0.94,95.49,5.74,0.01,0.84,5.78,0.48,0.0,0.04,5.68,-0.0,0.01,0.06,79874,4.58
0.8,0.7,-1.49,81.99,11.82,0.0,0.96,8.28,0.76,0.01,0.05,8.74,-0.04,0.01,0.13,109376,6.34
0.85,0.33,-0.68,88.1,2.17,0.0,0.72,0.97,0.13,0.0,0.01,1.5,-0.0,0.01,0.02,216629,1.86
0.85,-0.25,-2.44,91.77,2.71,0.0,0.9,-0.79,0.01,0.0,0.01,0.09,-0.0,0.01,0.02,118673,1.86
0.15,0.4,1.06,14.97,7.49,0.0,1.01,2.77,0.32,0.0,0.05,3.61,0.01,0.01,0.07,154799,3.37
0.78,0.93,4.06,78.78,10.88,0.0,0.83,11.97,0.87,0.01,0.06,10.27,0.04,0.01,0.11,248345,5.89
0.65,0.52,-3.84,75.2,13.98,0.0,1.08,6,0.67,0.01,0.04,7.3,-0.06,0.01,0.15,92861,5.62
0.64,0.56,1.53,72.5,16.36,0.01,1.26,6.52,0.83,0.01,0.12,9.0,0.08,0.01,0.16,252836,15.26
0.1,0.5,2.06,4.4,5.69,-0.0,0.42,6.63,0.31,-0.0,-0.01,3.57,-0.03,0.01,0.1,73331,-0.68
0.63,-0.22,-0.57,64.22,0.77,-0.0,0.21,-0.81,0.05,0.0,-0.01,0.63,-0.01,0.0,0.01,92510,0.87
0.93,0.88,0.03,91.75,10.2,0.01,0.87,10.12,0.81,0.01,0.08,9.63,-0.02,0.01,0.12,140804,8.91
0.85,0.28,-1.08,96.0,2.8,0.0,0.96,0.8,0.13,0.0,0.01,1.57,-0.0,0.01,0.02,127925,1.86
0.52,,,,,0.01,,,,0.0,0.03,0.0,0.0,0.0,0.01,38708,1.45
0.81,-0.65,-0.34,92.9,18.23,-0.01,1.15,-11.09,-0.92,-0.01,-0.13,-11.99,-0.01,0.01,0.12,97406,-8.35
0.71,0.04,-1.79,74.15,12.93,0.0,0.93,-0.38,0.11,0.0,0.02,0.45,0.0,0.01,0.15,224099,2.61
0.83,0.3,1.16,92.58,11.22,0.0,0.9,3.1,0.35,0.0,0.03,3.59,0.01,0.01,0.12,94139,3.86
0.78,0.72,-1.93,90.3,13.3,0.01,1.13,8.1,0.87,0.01,0.07,9.95,-0.03,0.01,0.14,217799,8.99
0.65,0.49,-3.7,64.36,15.55,0.0,1.12,6.05,0.71,0.01,0.04,7.55,-0.06,0.01,0.15,221741,5.62
0.94,0.78,-0.38,92.78,2.54,0.01,0.82,2.45,0.23,0.0,0.02,2.81,-0.0,0.01,0.03,114596,2.99
0.76,0.64,0.09,78.58,5.03,0.01,0.67,4.75,0.34,0.0,0.04,3.99,-0.0,0.0,0.04,187154,2.81
0.9,-0.08,-4.23,84.08,16.08,0.0,1.23,-2.03,-0.04,0.0,0.01,-1.69,-0.0,0.01,0.12,131174,2.1
0.95,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.09,184148,6.18
0.94,1.0,0.25,94.22,3.75,0.01,1.21,3.14,0.38,0.0,0.03,4.6,0.0,0.01,0.03,183365,4.08
0.94,0.88,-0.24,96.08,3.25,0.01,1.06,2.7,0.31,0.0,0.03,3.67,0.0,0.01,0.03,216998,4.08
0.52,0.17,-1.44,67.96,3.64,0.0,1.05,0.52,0.12,0.0,0.01,1.35,-0.01,0.01,0.04,155951,1.43
0.53,0.62,1.93,68.17,11.25,0.0,0.84,7.93,0.65,0.01,0.07,7.44,0.01,0.01,0.12,128699,6.08
0.93,0.88,-0.4,99.99,11.19,0.01,1.0,9.67,0.89,0.01,0.08,10.47,-0.02,0.01,0.12,166076,8.91
0.32,1.08,1.58,56.46,2.74,0.0,0.73,4.14,0.32,0.0,0.0,3.83,-0.01,0.01,0.05,187730,1.1
0.85,0.46,-0.68,90.38,3.59,0.0,1.19,1.34,0.2,0.0,0.01,2.4,-0.0,0.01,0.02,65249,1.86
0.65,0.34,-6.5,68.06,15.66,0.0,1.16,3.64,0.51,0.01,0.04,5.0,-0.06,0.01,0.15,208592,5.62
0.96,0.61,-0.87,96.85,10.29,0.01,1.52,3.9,0.59,0.01,0.04,6.74,-0.01,0.01,0.1,168263,6.35
0.93,0.66,-2.5,94.61,10.74,0.01,0.93,7.19,0.65,0.01,0.08,7.52,-0.02,0.01,0.12,81395,8.91
0.96,0.57,-0.98,97.08,7.86,0.01,1.16,3.68,0.44,0.0,0.04,5.08,-0.0,0.01,0.07,159398,5.09
0.94,0.85,-0.33,96.14,3.33,0.01,1.09,2.62,0.3,0.0,0.02,3.66,-0.01,0.01,0.03,63944,2.88
0.86,,,,,0.01,,,,0.01,0.07,0.0,-0.03,0.01,0.11,213317,7.2
0.84,0.47,-1.75,97.2,7.92,0.0,1.17,3,0.38,0.0,0.02,4.33,-0.03,0.01,0.08,33785,3.01
0.71,,,,,0.0,,,,0.0,0.02,0.0,0.0,0.01,0.15,68354,2.61
0.76,0.43,-0.81,86.52,3.62,0.01,0.51,3.01,0.2,0.0,0.04,2.33,-0.0,0.0,0.04,134450,2.81
0.83,,,,,0.0,,,,0.0,0.02,0.0,0.01,0.01,0.12,100619,2.88
0.52,0.13,-1.49,65.96,3.54,0.0,1.0,0.4,0.11,0.0,0.01,1.21,-0.01,0.01,0.04,248318,1.43
0.96,0.56,-1.34,94.8,10.23,0.01,1.5,3.56,0.54,0.01,0.04,6.13,-0.01,0.01,0.1,175634,6.35
0.6,0.32,-6.67,68.48,15.17,0.0,1.12,3.34,0.47,0.0,0.03,4.55,-0.07,0.01,0.16,114074,3.94
0.9,0.13,-0.7,92.24,11.37,0.0,0.91,0.99,0.19,0.0,0.01,1.7,-0.0,0.01,0.12,184742,2.1
0.9,0.13,-0.66,86.58,11.99,0.0,0.93,0.98,0.2,0.0,0.01,1.71,-0.0,0.01,0.12,109727,2.1
0.55,0.74,7.4,54.31,12.56,0.01,0.77,11.54,0.84,0.01,0.09,9.71,0.05,0.01,0.13,196649,7.27
0.46,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.01,0.1,36881,1.65
0.78,0.88,0.61,83.34,13.5,0.01,1.1,10.54,1.05,0.01,0.07,12.39,-0.03,0.01,0.14,65069,8.99
